ticks,adult,child,cost-benefit,generations,gene,median-children,median-education
1129,0.05,0.05,0.25,83.27,9.558,1,11
1153,0.05,0.1,0.65,83.29,6.127,1,8
1127,0.05,0.2,0.75,83.29,7.001,1,9
1116,0.05,0.35,0.55,83.29,9.564,2,11
1111,0.05,0.35,0.3,83.3,5.268,1,7
1104,0.05,0.4,0.45,83.3,8.035,1,10
1112,0.05,0.35,0.9,83.3,9.881,2,11
1178,0.05,0.1,0.95,83.32,6.202,1,8
1082,0.05,0.4,0.55,83.32,7.74,2,9
1167,0.05,0.1,0.95,83.32,9.388,1,11
1127,0.05,0.2,0.95,83.32,9.918,1,11
1123,0.05,0.05,0.15,83.33,0.905,1,2
1093,0.05,0.45,0.65,83.33,2.121,1,4
1106,0.05,0.4,0.8,83.33,3.89,1,5
1121,0.05,0.35,0.65,83.33,8.579,2,10
1155,0.05,0.05,0.5,83.34,7.424,1,9
1147,0.05,0.1,0.4,83.34,9.917,1,11
1121,0.05,0.15,0.35,83.35,7.595,1,9
1095,0.05,0.5,0.9,83.35,8.068,2,10
1142,0.05,0.1,0.5,83.35,8.073,1,10
1071,0.05,0.5,0.45,83.35,8.732,2,10
1080,0.05,0.4,0.35,83.36,8.472,2,10
1139,0.05,0.15,0.45,83.37,6.433,1,8
1078,0.05,0.45,0.65,83.4,9.726,2.5,11
1086,0.05,0.45,1,83.42,8.808,1.5,10
1079,0.05,0.35,0.2,83.46,0.658,2,2
1081,0.05,0.5,0.85,83.47,5.153,2,7
1123,0.05,0.15,0.25,83.48,2.957,1,4
1122,0.05,0.3,0.55,83.51,8.562,1,10
1156,0.05,0.1,0.7,83.51,9.604,1,11
1129,0.05,0.35,1,83.52,7.095,1,9
1110,0.05,0.35,0.45,83.52,8.163,2,10
1096,0.05,0.25,0.2,83.53,2.79,1,4
1108,0.05,0.35,1,83.53,7.1,1,9
1176,0.05,0.05,0.6,83.53,8.411,1,10
1166,0.05,0.05,0.8,83.53,8.898,1,10
1147,0.05,0.05,0.35,83.54,9.319,1,11
1145,0.05,0.25,0.8,83.55,7.796,1,9
1159,0.05,0.1,0.8,83.55,8.403,1,10
1173,0.05,0.05,0.85,83.56,9.558,1,11
1119,0.05,0.4,0.3,83.58,5.486,1,7
1084,0.05,0.5,0.95,83.6,1.746,3,3
1097,0.05,0.35,0.3,83.6,7.64,2,9
1151,0.05,0.05,0.4,83.6,9.091,1,11
1089,0.05,0.5,0.75,83.65,7.604,2.5,9
1151,0.05,0.05,0.5,83.65,9.523,1,11
1080,0.05,0.5,0.95,83.67,2.063,2,4
1152,0.05,0.25,0.55,83.67,9.433,1,11
1132,0.05,0.3,1,83.68,8.158,1,10
1125,0.05,0.2,0.35,83.7,9.979,1,11
1085,0.05,0.4,0.95,83.71,8.349,2,10
1115,0.05,0.1,0.2,83.73,0.372,1,2
1087,0.05,0.5,1,83.73,6.998,2,8
1106,0.05,0.4,0.5,83.73,7.481,1,9
1116,0.05,0.35,0.3,83.74,2.283,2,4
1161,0.05,0.15,0.7,83.74,6.865,1,8
1114,0.05,0.45,0.55,83.74,7.899,2,9
1077,0.05,0.4,0.25,83.75,0.188,2,2
1113,0.05,0.4,0.85,83.75,7.063,1,9
1153,0.05,0.1,0.45,83.75,9.815,1,11
1097,0.05,0.45,1,83.78,5.87,2,7
1113,0.05,0.35,0.75,83.78,6.282,2,8
1171,0.05,0.05,0.5,83.78,8.574,1,10
1126,0.05,0.4,0.55,83.78,9.508,1,11
1177,0.05,0.05,0.95,83.79,7.539,1,9
1153,0.05,0.15,0.85,83.81,9.621,1,11
1115,0.05,0.45,0.6,83.82,3.066,1,5
1086,0.05,0.5,0.95,83.82,6.889,3,8
1117,0.05,0.35,0.5,83.82,9.146,1,11
1111,0.05,0.35,0.8,83.82,9.313,2,11
1132,0.05,0.15,0.25,83.84,4.081,1,6
1129,0.05,0.35,0.45,83.85,8.204,1,10
1133,0.05,0.2,0.4,83.86,8.091,1,10
1129,0.05,0.1,0.25,83.86,8.582,1,10
1108,0.05,0.3,0.35,83.86,8.652,1,10
1128,0.05,0.35,0.65,83.86,9.818,2,11
1127,0.05,0.2,0.85,83.87,8.086,1,10
1144,0.05,0.05,0.2,83.88,2.761,1,4
1086,0.05,0.5,0.7,83.89,7.518,2,9
1175,0.05,0.1,0.95,83.89,9.562,1,11
1096,0.05,0.45,0.35,83.9,5.02,1,7
1153,0.05,0.05,0.9,83.9,9.989,1,11
1128,0.05,0.35,0.85,83.92,7.314,1,9
1143,0.05,0.2,0.7,83.92,8.746,1,10
1057,0.05,0.55,1,83.93,3.043,4.5,5
1158,0.05,0.05,0.4,83.95,6.722,1,8
1136,0.05,0.35,0.75,83.97,7.383,2,9
1129,0.05,0.25,0.35,83.97,9.788,1,11
1114,0.05,0.1,0.2,83.98,0.429,1,2
1055,0.05,0.5,0.35,84,5.73,2,7
1115,0.05,0.15,0.15,84.03,0.537,1,2
1071,0.05,0.5,0.55,84.04,7.096,2,9
1130,0.05,0.3,0.7,84.04,8.902,1,10
1077,0.05,0.5,0.95,84.04,9.368,2,11
1102,0.05,0.5,0.4,84.05,1.276,3,3
1166,0.05,0.15,0.95,84.06,8.192,1,10
1103,0.05,0.4,0.35,84.07,0.995,2,2
1091,0.05,0.45,0.45,84.07,8.718,2,10
1165,0.05,0.15,1,84.07,9.449,1,11
1096,0.05,0.5,0.9,84.09,7.764,2,9
1157,0.05,0.25,0.55,84.09,8.66,1,10
1136,0.05,0.35,0.85,84.09,9.48,1,11
1145,0.05,0.2,0.5,84.1,9.325,1,11
1086,0.05,0.45,0.55,84.1,9.764,2,11
1079,0.05,0.5,0.75,84.11,1.916,3,3
1152,0.05,0.15,0.65,84.11,9.988,1,11
1154,0.05,0.25,0.95,84.12,8.751,1,10
1144,0.05,0.1,0.45,84.12,8.874,1,10
1093,0.05,0.5,0.85,84.13,9.862,3,11
1151,0.05,0.2,0.4,84.14,7.993,1,9
1096,0.05,0.5,0.35,84.14,9.044,2,11
1160,0.05,0.15,0.85,84.14,9.191,1,11
1086,0.05,0.5,0.95,84.16,8.343,6,10
1158,0.05,0.1,0.4,84.16,9.077,1,11
1136,0.05,0.25,0.65,84.16,9.554,1,11
1104,0.05,0.5,0.65,84.16,9.759,2,11
1131,0.05,0.25,0.2,84.17,0.728,1,2
1104,0.05,0.4,0.35,84.17,8.708,2,10
1144,0.05,0.25,0.6,84.2,9.909,1,11
1115,0.05,0.25,0.25,84.21,1.198,1,3
1151,0.05,0.15,0.45,84.21,7.529,1,9
1126,0.05,0.2,0.65,84.22,3.957,1,5
1143,0.05,0.2,0.4,84.22,7.354,1,9
1134,0.05,0.15,0.25,84.23,6.77,1,8
1140,0.05,0.25,0.75,84.23,8.42,1,10
1158,0.05,0.1,0.3,84.25,5.561,1,7
1153,0.05,0.25,0.45,84.25,9.47,1,11
1127,0.05,0.3,0.6,84.26,4.401,1,6
1138,0.05,0.25,0.85,84.26,9.566,1,11
1151,0.05,0.2,0.9,84.26,9.916,1,11
1106,0.05,0.45,0.9,84.27,1.637,2,3
1092,0.05,0.5,1,84.27,5.979,2,7
1166,0.05,0.2,0.35,84.29,7.385,1,9
1102,0.05,0.4,0.9,84.29,7.535,2,9
1075,0.05,0.45,0.25,84.32,0.27,2,2
1174,0.05,0.05,0.4,84.32,9.231,1,11
1132,0.05,0.35,0.5,84.34,9.08,1.5,11
1139,0.05,0.4,0.5,84.34,9.501,1,11
1163,0.05,0.15,0.75,84.34,9.576,1,11
1144,0.05,0.3,0.85,84.35,9.062,2,11
1165,0.05,0.1,0.55,84.36,9.837,1,11
1121,0.05,0.5,0.65,84.37,4.423,2.5,6
1142,0.05,0.15,0.45,84.37,7.942,1,9
1135,0.05,0.25,0.55,84.39,6.066,1,8
1160,0.05,0.1,0.55,84.39,8.921,1,10
1134,0.05,0.25,0.3,84.4,2.728,1,4
1130,0.05,0.25,0.55,84.4,5.596,1,7
1159,0.05,0.1,0.85,84.4,6.837,1,8
1176,0.05,0.1,1,84.4,9.021,1,11
1114,0.05,0.4,0.4,84.4,9.575,1,11
1095,0.05,0.45,0.3,84.42,5.198,2,7
1154,0.05,0.25,0.65,84.42,6.199,2,8
1156,0.05,0.15,0.3,84.42,8.112,1,10
1114,0.05,0.4,0.4,84.42,9.402,2,11
1146,0.05,0.3,0.95,84.42,9.696,1,11
1103,0.05,0.15,0.2,84.43,2.86,1,4
1107,0.05,0.4,0.6,84.43,6.728,1,8
1165,0.05,0.15,0.55,84.43,9.712,1,11
1152,0.05,0.25,0.6,84.44,7.546,1,9
1168,0.05,0.15,0.9,84.44,9.93,1,11
1087,0.05,0.45,0.45,84.45,8.872,2,10
1102,0.05,0.4,0.45,84.46,8.322,2,10
1107,0.05,0.3,0.25,84.47,1.792,2,3
1152,0.05,0.1,0.25,84.47,3.04,1,5
1120,0.05,0.45,0.4,84.47,8.876,2,10
1119,0.05,0.25,0.2,84.48,0.322,2,2
1162,0.05,0.2,1,84.48,6.495,1,8
1125,0.05,0.45,0.6,84.48,8.175,2,10
1108,0.05,0.1,0.2,84.5,2.905,1,4
1093,0.05,0.5,0.5,84.51,7.432,2,9
1170,0.05,0.15,0.95,84.52,6.534,1,8
1105,0.05,0.3,0.2,84.53,0.044,1,2
1084,0.05,0.5,0.55,84.53,6.479,2,8
1158,0.05,0.1,0.65,84.53,8.627,1,10
1105,0.05,0.5,0.75,84.57,7.288,2.5,9
1109,0.05,0.5,0.75,84.57,8.709,2,10
1150,0.05,0.25,0.3,84.57,9.631,1,11
1137,0.05,0.25,0.9,84.59,5.731,2,7
1140,0.05,0.2,0.25,84.6,2.43,1,4
1145,0.05,0.2,0.25,84.61,2.612,1,4
1159,0.05,0.15,0.5,84.61,7.572,1,9
1117,0.05,0.15,0.15,84.63,2.623,2,4
1150,0.05,0.3,0.9,84.63,6.343,1,8
1150,0.05,0.2,0.35,84.64,6.941,1,8
1121,0.05,0.35,0.8,84.67,9.745,1,11
1148,0.05,0.05,0.15,84.69,0.109,1,2
1157,0.05,0.2,0.95,84.69,8.1,1,10
1156,0.05,0.2,0.8,84.69,8.484,1,10
1176,0.05,0.05,0.4,84.7,7.677,1,9
1149,0.05,0.3,0.9,84.72,9.212,1,11
1175,0.05,0.05,0.75,84.73,9.021,1,11
1157,0.05,0.1,0.45,84.73,9.316,1,11
1097,0.05,0.35,0.3,84.76,1.935,1,3
1147,0.05,0.3,0.65,84.76,8.796,1,10
1142,0.05,0.35,0.85,84.77,7.017,1,9
1166,0.05,0.25,0.65,84.77,7.918,1,9
1138,0.05,0.25,0.4,84.78,7.742,1,9
1161,0.05,0.1,0.35,84.78,8.901,1,10
1129,0.05,0.4,0.2,84.79,0.067,2,2
1136,0.05,0.15,0.2,84.79,0.181,1,2
1173,0.05,0.1,0.45,84.8,8.391,1,10
1135,0.05,0.35,1,84.8,8.807,2,10
1112,0.05,0.15,0.15,84.81,0.13,2,2
1140,0.05,0.3,0.4,84.81,9.247,1,11
1119,0.05,0.4,0.85,84.82,9.141,2,11
1113,0.05,0.45,0.35,84.84,7.597,1,9
1125,0.05,0.4,0.8,84.84,8.913,1,10
1197,0.05,0.05,0.95,84.85,6.696,1,8
1160,0.05,0.25,0.75,84.88,7.464,2,9
1112,0.05,0.4,0.3,84.89,6.833,1,8
1091,0.05,0.5,0.7,84.9,6.117,2,8
1174,0.05,0.1,0.95,84.91,9.525,1,11
1133,0.05,0.4,0.8,84.92,9.757,2,11
1137,0.05,0.4,0.55,84.94,7.907,2,9
1163,0.05,0.25,0.4,84.94,7.93,1,9
1152,0.05,0.2,0.3,84.95,7.403,1,9
1115,0.05,0.45,0.4,84.95,9.787,2,11
1117,0.05,0.4,0.8,84.96,8.112,2,10
1161,0.05,0.1,0.65,84.96,9.545,1,11
1167,0.05,0.2,0.35,84.96,9.762,1,11
1162,0.05,0.15,0.4,84.98,9.977,1,11
1088,0.05,0.45,0.7,84.99,2.908,2,4
1179,0.05,0.05,0.45,84.99,8.981,1,10
1185,0.05,0.1,0.4,85,9.301,1,11
1146,0.05,0.35,0.55,85.02,5.609,2,7
1146,0.05,0.35,0.4,85.03,8.95,1,10
1176,0.05,0.1,0.5,85.05,8.179,1,10
1117,0.05,0.45,0.8,85.06,4.777,2,6
1159,0.05,0.2,0.4,85.06,6.193,1,8
1185,0.05,0.1,0.7,85.08,6.79,1,8
1173,0.05,0.15,0.45,85.08,9.733,2,11
1107,0.05,0.5,0.4,85.1,3.077,2.5,5
1146,0.05,0.25,0.5,85.1,6.028,1,8
1131,0.05,0.4,0.5,85.1,9.334,1,11
1182,0.05,0.2,0.6,85.11,7.466,1,9
1133,0.05,0.35,0.85,85.11,8.18,1,10
1154,0.05,0.1,0.3,85.12,8.866,1,10
1161,0.05,0.25,0.85,85.12,9.495,1,11
1100,0.05,0.5,0.7,85.14,7.09,2,9
1123,0.05,0.4,0.95,85.15,8.728,1,10
1167,0.05,0.15,0.4,85.16,6.385,1,8
1174,0.05,0.1,1,85.16,8.544,1,10
1184,0.05,0.1,0.8,85.16,9.235,1,11
1128,0.05,0.4,0.45,85.16,9.579,2,11
1125,0.05,0.45,0.7,85.17,5.275,1,7
1151,0.05,0.35,0.75,85.17,6.777,2,8
1184,0.05,0.05,0.85,85.17,8.616,1,10
1143,0.05,0.25,0.5,85.17,9.652,1,11
1157,0.05,0.3,0.75,85.18,6.293,2,8
1124,0.05,0.45,0.7,85.18,7.854,1,9
1124,0.05,0.35,0.65,85.18,8.701,2,10
1180,0.05,0.1,0.8,85.2,6.119,1,8
1178,0.05,0.05,0.8,85.2,9.563,1,11
1179,0.05,0.2,0.65,85.22,8.431,1,10
1124,0.05,0.25,0.2,85.23,1.418,1,3
1120,0.05,0.45,0.35,85.23,8.761,2,10
1177,0.05,0.15,0.75,85.23,9.043,1,11
1165,0.05,0.2,0.6,85.24,4.654,1,6
1155,0.05,0.2,0.85,85.24,4.868,1,6
1105,0.05,0.5,0.7,85.24,7.988,2,9
1165,0.05,0.2,0.45,85.24,8.891,1,10
1117,0.05,0.35,0.25,85.25,2.896,2,4
1136,0.05,0.2,0.2,85.27,0.276,1,2
1142,0.05,0.3,0.9,85.27,7.413,1,9
1160,0.05,0.25,0.9,85.28,7.149,1,9
1101,0.05,0.45,0.3,85.29,1.676,2,3
1136,0.05,0.4,0.6,85.29,7.36,1,9
1168,0.05,0.3,1,85.29,9.757,1,11
1121,0.05,0.45,0.7,85.3,0.443,2,2
1162,0.05,0.1,0.35,85.3,9.607,1,11
1153,0.05,0.3,0.65,85.31,3.186,1,5
1101,0.05,0.5,0.45,85.31,6.901,2,8
1192,0.05,0.1,0.9,85.31,9.459,1,11
1151,0.05,0.2,0.75,85.31,9.647,1,11
1140,0.05,0.4,0.45,85.33,9.085,1.5,11
1178,0.05,0.1,0.8,85.36,8.703,1,10
1128,0.05,0.15,0.2,85.37,0.841,1,2
1159,0.05,0.2,0.45,85.37,8.259,1,10
1182,0.05,0.2,0.95,85.38,8.731,1,10
1127,0.05,0.25,0.25,85.41,0.475,1,2
1173,0.05,0.15,0.55,85.41,5.604,1,7
1164,0.05,0.2,0.65,85.41,9.566,1,11
1155,0.05,0.15,0.4,85.42,9.177,1,11
1120,0.05,0.5,0.95,85.43,4.113,2,6
1185,0.05,0.15,0.55,85.43,9.22,1.5,11
1144,0.05,0.15,0.25,85.44,5.194,1,7
1196,0.05,0.05,0.7,85.45,9.579,1,11
1120,0.05,0.4,0.35,85.46,6.239,1,8
1139,0.05,0.4,0.4,85.46,8.89,2,10
1112,0.05,0.5,0.8,85.48,7.247,2,9
1130,0.05,0.4,0.5,85.48,9.264,1,11
1174,0.05,0.1,0.6,85.49,7.632,1,9
1094,0.05,0.45,0.35,85.5,0.604,3,2
1116,0.05,0.45,0.3,85.5,1.01,2,3
1103,0.05,0.5,0.55,85.5,7.381,1,9
1153,0.05,0.2,0.4,85.5,8.325,1,10
1173,0.05,0.15,1,85.5,9.508,1,11
1132,0.05,0.3,0.3,85.51,7.569,2,9
1099,0.05,0.5,0.5,85.51,7.802,2,9
1146,0.05,0.35,0.55,85.51,8.176,1,10
1157,0.05,0.35,0.75,85.53,7.882,2,9
1183,0.05,0.1,0.4,85.54,9.154,1,11
1161,0.05,0.35,0.8,85.56,9.853,2,11
1169,0.05,0.05,0.35,85.57,9.956,1,11
1183,0.05,0.05,0.65,85.58,8.098,1,10
1169,0.05,0.2,0.9,85.58,8.261,1,10
1154,0.05,0.3,0.8,85.6,6.585,1,8
1098,0.05,0.5,0.7,85.6,7.854,2,9
1127,0.05,0.4,0.65,85.6,8.644,1.5,10
1125,0.05,0.5,0.5,85.61,4.17,2,6
1091,0.05,0.5,0.95,85.61,4.806,1.5,6
1128,0.05,0.35,0.55,85.61,8.465,2,10
1112,0.05,0.4,0.35,85.62,2.264,2,4
1166,0.05,0.2,0.75,85.62,8.712,1,10
1136,0.05,0.4,0.35,85.62,9.51,2,11
1177,0.05,0.1,0.55,85.63,9.942,1,11
1156,0.05,0.25,0.7,85.64,7.891,1,9
1124,0.05,0.3,0.2,85.66,0.043,1,2
1121,0.05,0.4,0.55,85.66,9.408,2,11
1188,0.05,0.1,0.65,85.67,8.127,1,10
1188,0.05,0.1,0.6,85.67,8.296,1,10
1177,0.05,0.1,0.55,85.7,9.67,2,11
1175,0.05,0.1,0.6,85.7,9.738,1,11
1168,0.05,0.15,0.7,85.72,8.054,1,10
1082,0.05,0.5,0.35,85.73,0.798,2,2
1106,0.05,0.5,1,85.73,7.312,1.5,9
1174,0.05,0.1,0.8,85.73,9.166,1,11
1191,0.05,0.1,0.4,85.73,9.753,1,11
1158,0.05,0.1,0.2,85.74,1.012,1,3
1142,0.05,0.4,0.9,85.74,8.455,1.5,10
1126,0.05,0.4,0.7,85.74,9.277,2,11
1149,0.05,0.25,0.2,85.75,0.438,1,2
1120,0.05,0.4,0.4,85.75,5.911,2,7
1086,0.05,0.5,0.35,85.75,8.593,2.5,10
1136,0.05,0.25,0.35,85.76,6.99,1,8
1193,0.05,0.1,0.8,85.77,7.728,1,9
1178,0.05,0.15,0.45,85.77,8.248,1,10
1168,0.05,0.15,0.35,85.77,8.594,1,10
1124,0.05,0.3,0.2,85.79,1.333,1.5,3
1180,0.05,0.15,0.45,85.8,9.782,1,11
1154,0.05,0.35,0.75,85.82,8.131,1,10
1148,0.05,0.35,0.55,85.82,9.56,1,11
1170,0.05,0.2,0.45,85.82,9.741,1,11
1171,0.05,0.05,0.65,85.83,5.973,1,7
1152,0.05,0.25,0.3,85.83,7.546,1,9
1159,0.05,0.15,0.25,85.84,6.381,1,8
1188,0.05,0.05,0.4,85.86,8.364,1,10
1186,0.05,0.05,0.5,85.87,9.805,1,11
1160,0.05,0.2,0.5,85.88,7.461,1,9
1161,0.05,0.05,0.2,85.89,2.169,1,4
1160,0.05,0.35,0.7,85.89,8.614,1,10
1180,0.05,0.2,0.55,85.9,7.097,1,9
1187,0.05,0.1,0.55,85.9,8.406,1,10
1185,0.05,0.25,0.7,85.9,9.14,1,11
1186,0.05,0.1,0.7,85.91,7.243,1,9
1151,0.05,0.3,0.9,85.91,7.489,2,9
1153,0.05,0.2,0.2,85.92,0.062,1,2
1163,0.05,0.25,0.9,85.92,8.449,1,10
1112,0.05,0.5,0.75,85.93,4.721,2,6
1096,0.05,0.55,0.7,85.93,5.138,2,7
1107,0.05,0.45,0.25,85.94,2.785,1.5,4
1138,0.05,0.45,0.9,85.94,8.25,2,10
1181,0.05,0.15,0.8,85.94,9.997,1,11
1185,0.05,0.1,0.3,85.95,8.887,1,10
1173,0.05,0.05,0.25,85.95,9.548,1,11
1187,0.05,0.05,0.55,85.97,8.081,1,10
1163,0.05,0.2,0.75,85.97,8.295,0,10
1195,0.05,0.05,0.55,85.97,9.662,1,11
1126,0.05,0.25,0.2,85.98,0.173,1,2
1132,0.05,0.45,0.95,85.98,4.903,2,6
1151,0.05,0.35,0.45,85.98,9.403,2,11
1187,0.05,0.15,0.65,86,9.316,1,11
1157,0.05,0.1,0.2,86.01,0.162,2,2
1201,0.05,0.05,0.75,86.01,9.007,1,11
1163,0.05,0.25,0.35,86.03,8.472,2,10
1138,0.05,0.45,0.55,86.06,9.902,2,11
1143,0.05,0.15,0.15,86.07,0.101,2,2
1181,0.05,0.15,0.55,86.07,9.463,1,11
1173,0.05,0.25,0.35,86.07,9.599,1,11
1118,0.05,0.45,0.3,86.08,0.394,3,2
1199,0.05,0.05,0.65,86.08,7.081,1,9
1163,0.05,0.25,0.45,86.08,8.005,1,10
1175,0.05,0.1,0.3,86.08,9.405,1,11
1149,0.05,0.4,0.85,86.09,5.732,2,7
1125,0.05,0.35,0.2,86.1,0.887,2,2
1163,0.05,0.15,0.35,86.1,9.222,1,11
1123,0.05,0.35,0.2,86.12,0.315,1,2
1108,0.05,0.5,0.55,86.12,9.829,1,11
1118,0.05,0.3,0.2,86.13,2.84,2,4
1144,0.05,0.35,0.85,86.13,5.455,1,7
1123,0.05,0.4,0.35,86.13,6.863,2,8
1149,0.05,0.4,0.65,86.13,9.294,2,11
1189,0.05,0.25,0.7,86.14,8.716,1,10
1173,0.05,0.25,0.55,86.16,8.708,1,10
1190,0.05,0.05,0.35,86.16,9.032,1,11
1119,0.05,0.3,0.2,86.19,1.159,1,3
1132,0.05,0.5,0.7,86.2,5.185,3,7
1178,0.05,0.2,0.45,86.2,5.568,1,7
1165,0.05,0.4,0.45,86.23,8.96,2,10
1140,0.05,0.25,0.2,86.24,1.046,2,3
1144,0.05,0.3,0.95,86.24,9.839,2,11
1122,0.05,0.45,0.65,86.25,9.609,2,11
1154,0.05,0.35,0.75,86.27,6.951,1,8
1187,0.05,0.15,0.85,86.27,9.53,1,11
1202,0.05,0.15,0.9,86.27,9.716,1,11
1190,0.05,0.05,0.55,86.28,7.196,1,9
1205,0.05,0.05,1,86.28,7.91,1,9
1137,0.05,0.45,0.6,86.29,8.916,1,10
1159,0.05,0.1,0.45,86.29,9.95,1,11
1167,0.05,0.25,0.75,86.3,9.053,1,11
1161,0.05,0.35,0.75,86.3,9.457,1,11
1133,0.05,0.45,0.9,86.31,1.843,1,3
1194,0.05,0.05,0.6,86.31,5.744,1,7
1186,0.05,0.15,0.45,86.32,8.621,1,10
1161,0.05,0.35,0.6,86.32,8.713,1,10
1172,0.05,0.3,0.4,86.33,9.314,1,11
1140,0.05,0.4,0.75,86.33,9.4,2,11
1155,0.05,0.35,0.65,86.37,6.394,1,8
1172,0.05,0.1,0.2,86.38,0.133,1,2
1125,0.05,0.5,0.8,86.38,6.083,3,8
1204,0.05,0.05,0.75,86.42,8.82,1,10
1137,0.05,0.5,0.55,86.42,9.343,1,11
1199,0.05,0.05,0.55,86.42,9.722,1,11
1136,0.05,0.55,0.5,86.43,1.063,4,3
1174,0.05,0.25,1,86.43,9.239,1,11
1159,0.05,0.3,0.55,86.45,7.936,1,9
1206,0.05,0.05,0.95,86.45,9.084,1,11
1124,0.05,0.5,0.45,86.46,1.074,2,3
1209,0.05,0.05,1,86.46,8.518,1,10
1144,0.05,0.55,0.75,86.47,6.247,2,8
1145,0.05,0.45,0.3,86.49,1.363,2,3
1165,0.05,0.3,0.8,86.49,9.37,1,11
1197,0.05,0.1,1,86.49,9.977,0.5,11
1154,0.05,0.45,0.4,86.5,7.597,2,9
1203,0.05,0.1,0.45,86.51,8.292,1,10
1107,0.05,0.45,0.25,86.54,0.631,2,2
1192,0.05,0.05,0.4,86.56,8.591,1,10
1176,0.05,0.25,0.65,86.56,9.993,1,11
1146,0.05,0.45,0.3,86.58,0.869,2,2
1206,0.05,0.15,0.9,86.58,6.728,1,8
1164,0.05,0.4,0.55,86.59,9.399,1,11
1159,0.05,0.4,0.45,86.6,9.279,1,11
1124,0.05,0.5,0.5,86.62,6.754,1.5,8
1183,0.05,0.2,0.4,86.62,8.63,1,10
1157,0.05,0.35,0.45,86.62,9.267,1.5,11
1129,0.05,0.5,0.45,86.63,7.268,3,9
1125,0.05,0.45,0.45,86.63,9.33,2,11
1121,0.05,0.45,0.4,86.65,8.071,1.5,10
1172,0.05,0.1,0.3,86.65,9.16,1,11
1166,0.05,0.35,0.95,86.66,7.531,1,9
1139,0.05,0.35,0.4,86.67,7.752,2,9
1213,0.05,0.05,0.45,86.67,9.213,1,11
1176,0.05,0.3,0.75,86.67,9.842,1,11
1185,0.05,0.15,0.65,86.7,8.309,2,10
1166,0.05,0.35,0.6,86.71,5.762,2,7
1211,0.05,0.15,0.85,86.72,9.12,1,11
1131,0.05,0.4,0.4,86.73,6.972,1,8
1174,0.05,0.25,0.85,86.73,9.368,1,11
1203,0.05,0.05,0.45,86.76,9.63,1,11
1149,0.05,0.35,0.75,86.76,9.786,1,11
1203,0.05,0.05,0.95,86.77,9.769,1,11
1131,0.05,0.4,0.35,86.78,1.774,1,3
1172,0.05,0.3,0.8,86.79,7.384,1,9
1178,0.05,0.2,0.85,86.82,8.94,1,10
1148,0.05,0.45,0.9,86.83,6.323,2,8
1170,0.05,0.35,0.55,86.85,6.883,1,8
1176,0.05,0.15,0.8,86.85,9.313,1,11
1187,0.05,0.2,0.5,86.87,7.913,2,9
1143,0.05,0.45,0.75,86.87,9.212,2,11
1200,0.05,0.1,0.7,86.88,8.968,1,10
1178,0.05,0.15,0.2,86.89,1.304,2,3
1139,0.05,0.4,0.7,86.91,6.67,2,8
1149,0.05,0.3,0.3,86.92,4.893,2,6
1204,0.05,0.05,0.75,86.92,9.813,1,11
1177,0.05,0.35,0.6,86.94,7.948,2,9
1150,0.05,0.3,0.55,86.95,7.798,1,9
1156,0.05,0.25,0.25,86.96,3.852,2,5
1175,0.05,0.3,0.75,86.97,3.969,1,5
1146,0.05,0.45,0.35,86.97,4.983,2,6
1151,0.05,0.5,0.6,86.99,8.871,3,10
1138,0.05,0.5,0.95,87.01,9.984,2,11
1164,0.05,0.15,0.25,87.02,1.261,1,3
1160,0.05,0.3,0.95,87.02,8.894,1.5,10
1194,0.05,0.1,0.5,87.03,9.485,1,11
1186,0.05,0.25,0.85,87.06,7.942,1,9
1193,0.05,0.25,0.75,87.06,9.182,2,11
1182,0.05,0.25,0.55,87.06,9.67,1,11
1157,0.05,0.35,0.5,87.07,8.062,2,10
1200,0.05,0.25,0.55,87.07,8.585,1,10
1190,0.05,0.15,0.4,87.08,9.662,2,11
1157,0.05,0.4,0.55,87.09,8.287,2,10
1156,0.05,0.4,0.95,87.09,9.647,1,11
1175,0.05,0.2,0.7,87.1,9.611,1,11
1168,0.05,0.35,0.9,87.11,7.259,2,9
1180,0.05,0.2,0.85,87.12,6.293,1,8
1187,0.05,0.2,0.9,87.13,9.125,1,11
1195,0.05,0.15,0.75,87.13,9.292,1,11
1169,0.05,0.35,0.9,87.13,9.907,2,11
1216,0.05,0.05,0.5,87.13,9.982,1,11
1196,0.05,0.05,0.5,87.14,9.622,1,11
1123,0.05,0.45,0.3,87.15,1.839,2,3
1139,0.05,0.5,0.95,87.15,6.476,3,8
1217,0.05,0.05,0.55,87.15,8.166,1,10
1194,0.05,0.2,0.5,87.15,9.829,1,11
1191,0.05,0.05,0.15,87.2,0.072,1,2
1109,0.05,0.5,0.45,87.21,7.907,3,9
1196,0.05,0.1,0.4,87.22,9.659,1,11
1197,0.05,0.2,0.6,87.25,9.75,1,11
1147,0.05,0.4,0.25,87.26,1.959,1,3
1209,0.05,0.1,0.95,87.26,9.073,1,11
1193,0.05,0.05,0.25,87.29,6.067,1,8
1167,0.05,0.2,0.2,87.3,0.887,1,2
1200,0.05,0.1,0.85,87.3,7.224,1,9
1209,0.05,0.2,0.8,87.3,9.901,1,11
1196,0.05,0.25,0.85,87.32,8.919,1,10
1170,0.05,0.3,0.65,87.33,6.581,1,8
1192,0.05,0.3,0.65,87.33,9.651,1,11
