ticks,adult,child,cost-benefit,generations,gene,median-children,median-education
1973,0.05,0.15,1,142.16,7.894,1,9
1980,0.05,0.1,0.6,142.16,9.764,1.5,11
1927,0.05,0.25,0.4,142.23,9.19,1,11
1843,0.05,0.5,0.6,142.24,2.549,2,4
1928,0.05,0.25,0.6,142.24,8.448,1,10
1886,0.05,0.45,0.75,142.25,9.542,2,11
1907,0.05,0.25,0.9,142.28,9.253,2,11
1958,0.05,0.1,0.7,142.29,9.45,1,11
1884,0.05,0.3,0.3,142.3,4.78,1,6
1891,0.05,0.2,0.25,142.32,4.363,1,6
1895,0.05,0.4,0.8,142.35,8.405,1,10
1916,0.05,0.3,1,142.38,8.057,1,10
1823,0.05,0.5,0.35,142.39,4.245,1,6
1927,0.05,0.25,0.8,142.39,8.85,1,10
1874,0.05,0.4,0.7,142.42,8.935,2,10
1912,0.05,0.3,0.75,142.44,8.132,1,10
1952,0.05,0.05,0.35,142.44,8.92,1,10
1980,0.05,0.05,0.9,142.44,9.55,1,11
1853,0.05,0.35,0.3,142.46,1.964,2,3
1829,0.05,0.5,0.45,142.48,9.269,3,11
1927,0.05,0.25,0.9,142.49,9.905,2,11
1911,0.05,0.25,0.7,142.5,8.146,1,10
1837,0.05,0.5,0.55,142.51,9.128,2.5,11
1838,0.05,0.5,0.5,142.52,9.955,2,11
1908,0.05,0.25,0.6,142.53,9.693,1,11
1856,0.05,0.45,0.4,142.55,5.922,3,7
1867,0.05,0.45,0.35,142.58,7.045,1,9
1951,0.05,0.2,1,142.58,7.969,2,9
1865,0.05,0.4,0.5,142.58,8.3,3,10
1837,0.05,0.5,0.95,142.61,1.423,3,3
1919,0.05,0.15,0.4,142.64,8.524,1,10
1978,0.05,0.15,0.8,142.66,7.861,1,9
1830,0.05,0.5,0.35,142.67,3.955,2,5
1844,0.05,0.5,0.65,142.69,0.562,2,2
1914,0.05,0.4,0.4,142.7,8.209,2,10
1832,0.05,0.5,0.55,142.72,0.263,1,2
1936,0.05,0.15,0.3,142.73,8.836,1,10
1935,0.05,0.2,0.65,142.74,8.729,2,10
1869,0.05,0.45,1,142.75,2.728,1,4
1887,0.05,0.45,0.9,142.75,8.443,2,10
1861,0.05,0.45,0.35,142.77,7.065,2.5,9
1927,0.05,0.3,0.6,142.78,7.597,2,9
1921,0.05,0.3,0.45,142.86,4.105,1,6
1936,0.05,0.2,1,142.86,8.908,1,10
1873,0.05,0.45,0.95,142.87,9.923,2,11
1957,0.05,0.2,0.45,142.87,9.994,1,11
1955,0.05,0.2,0.85,142.89,9.61,2,11
1930,0.05,0.25,0.75,142.91,8.185,1,10
1916,0.05,0.3,1,142.92,9.362,1,11
1925,0.05,0.25,0.7,142.93,9.542,2,11
1923,0.05,0.1,0.15,142.95,0.468,1,2
1923,0.05,0.2,0.95,142.96,7.017,2,9
1941,0.05,0.2,0.45,142.96,7.173,1,9
1984,0.05,0.15,0.55,142.97,8.116,1,10
1862,0.05,0.45,0.7,142.98,2.451,2,4
1940,0.05,0.2,0.35,142.98,8.103,1,10
1943,0.05,0.3,1,142.98,9.956,2,11
1974,0.05,0.05,0.85,143.01,8.127,1,10
1950,0.05,0.3,1,143.04,9.821,1,11
1920,0.05,0.35,0.8,143.05,6.442,2,8
1923,0.05,0.3,0.7,143.05,7.753,1,9
1900,0.05,0.35,0.85,143.05,9.331,2,11
1947,0.05,0.15,0.3,143.05,9.768,1,11
1944,0.05,0.25,0.75,143.11,7.611,1,9
1910,0.05,0.3,0.9,143.11,8.669,2,10
1974,0.05,0.1,0.35,143.13,8.947,1,10
1972,0.05,0.1,0.95,143.13,9.616,1,11
1863,0.05,0.45,0.9,143.14,2.801,2,4
1952,0.05,0.15,0.65,143.14,7.523,1,9
1857,0.05,0.45,0.5,143.15,9.573,2,11
1894,0.05,0.45,0.9,143.17,7.605,2,9
1902,0.05,0.3,0.35,143.17,7.7,1,9
1883,0.05,0.45,0.6,143.17,8.306,2,10
1937,0.05,0.2,0.4,143.17,8.916,2,10
1980,0.05,0.1,0.45,143.17,9.888,1,11
1950,0.05,0.25,0.95,143.18,6.996,1,8
1900,0.05,0.3,0.3,143.2,1.345,2,3
1930,0.05,0.3,0.85,143.2,8.824,1,10
1949,0.05,0.25,0.7,143.21,7.176,2,9
1924,0.05,0.3,0.7,143.22,7.497,1,9
1990,0.05,0.15,0.85,143.22,8.181,1,10
1900,0.05,0.35,0.85,143.23,6.418,2,8
1907,0.05,0.4,0.9,143.25,8.109,2,10
1929,0.05,0.25,0.35,143.26,9.251,1,11
1937,0.05,0.1,0.25,143.28,3.673,1,5
1887,0.05,0.45,0.8,143.28,5.252,1,7
1884,0.05,0.45,0.9,143.28,6.831,2,8
1915,0.05,0.3,0.65,143.28,8.322,1,10
1950,0.05,0.05,0.25,143.31,8.167,1,10
1893,0.05,0.4,0.7,143.32,6.75,1,8
1877,0.05,0.35,0.2,143.35,0.226,2,2
1871,0.05,0.45,0.95,143.36,4.125,2,6
1911,0.05,0.35,0.9,143.44,8.576,1,10
1901,0.05,0.35,0.9,143.46,5.689,1,7
1940,0.05,0.2,0.5,143.46,9.285,1,11
1924,0.05,0.2,0.45,143.46,9.362,1,11
1976,0.05,0.2,0.9,143.51,8.43,1,10
1889,0.05,0.35,0.4,143.51,9.805,1,11
1952,0.05,0.2,0.9,143.52,6.724,1,8
1954,0.05,0.25,1,143.53,6.436,2,8
1924,0.05,0.3,0.7,143.53,9.739,1,11
1889,0.05,0.35,0.2,143.55,0.741,2,2
1927,0.05,0.15,0.3,143.55,6.118,1,8
1905,0.05,0.4,0.8,143.55,6.782,2,8
1951,0.05,0.25,0.6,143.55,9.418,1,11
1980,0.05,0.1,0.9,143.57,8.563,1,10
1880,0.05,0.4,0.65,143.58,9.156,2.5,11
1973,0.05,0.15,0.5,143.61,8.944,1,10
1931,0.05,0.25,0.65,143.62,8.353,1,10
1967,0.05,0.1,0.7,143.62,9.892,1,11
1885,0.05,0.45,0.35,143.64,4.477,2,6
1955,0.05,0.2,0.8,143.65,7.15,1,9
1981,0.05,0.05,0.4,143.65,9.442,1,11
1971,0.05,0.25,0.85,143.68,8.223,1,10
1863,0.05,0.45,0.85,143.69,8.769,2,10
1939,0.05,0.3,0.85,143.69,9.04,1,11
1885,0.05,0.5,0.6,143.72,9.186,1.5,11
1993,0.05,0.05,1,143.72,9.277,0,11
1924,0.05,0.3,0.85,143.74,8.686,2,10
1978,0.05,0.1,0.4,143.74,9.418,1,11
1887,0.05,0.3,0.2,143.75,1.243,1,3
1962,0.05,0.25,0.5,143.78,9.191,1,11
1955,0.05,0.3,0.7,143.79,9.573,1,11
1967,0.05,0.1,0.5,143.8,9.634,1,11
1967,0.05,0.05,0.3,143.81,7.402,1,9
1981,0.05,0.15,0.6,143.82,8.123,1,10
1926,0.05,0.1,0.25,143.84,6.883,1,8
1998,0.05,0.05,0.95,143.85,9.132,1,11
1919,0.05,0.3,0.4,143.85,9.852,2,11
1881,0.05,0.45,0.9,143.86,9.59,1.5,11
1865,0.05,0.45,0.85,143.87,7.194,2,9
1920,0.05,0.3,0.5,143.89,7.549,2,9
1974,0.05,0.2,0.45,143.89,8.437,1,10
1941,0.05,0.15,0.35,143.89,9.919,1,11
1924,0.05,0.3,0.25,143.91,0.438,1,2
1979,0.05,0.1,0.65,143.91,8.656,1,10
1875,0.05,0.45,0.6,143.92,7.286,2,9
1917,0.05,0.35,0.8,143.94,8.139,2,10
1939,0.05,0.3,0.35,143.95,7.769,1,9
1994,0.05,0.1,0.35,143.95,9.615,1,11
1938,0.05,0.1,0.3,143.98,9.389,1,11
1902,0.05,0.2,0.2,143.99,2.577,2,4
1936,0.05,0.3,0.75,143.99,9.893,1,11
1910,0.05,0.3,0.45,144.04,8.213,1,10
1931,0.05,0.3,0.85,144.04,9.174,2,11
1902,0.05,0.4,0.65,144.04,9.572,2,11
1985,0.05,0.05,0.9,144.06,9.213,1,11
1972,0.05,0.2,0.95,144.08,7.068,1.5,9
1873,0.05,0.25,0.2,144.09,0.382,1,2
1959,0.05,0.1,0.3,144.09,8.729,1,10
1961,0.05,0.2,0.55,144.1,6.512,1,8
1976,0.05,0.15,0.8,144.1,9.172,1,11
1923,0.05,0.25,0.35,144.1,9.244,1,11
1935,0.05,0.3,0.65,144.11,8.739,1.5,10
1967,0.05,0.05,0.3,144.12,9.688,1,11
1952,0.05,0.05,0.25,144.12,9.873,1,11
1893,0.05,0.4,0.65,144.13,7.186,2,9
1880,0.05,0.5,0.5,144.16,1.403,2,3
1905,0.05,0.35,0.65,144.16,9.201,1,11
1892,0.05,0.4,0.95,144.19,7.454,2,9
1905,0.05,0.4,0.45,144.2,3.519,2,5
1942,0.05,0.3,0.7,144.2,8.898,1,10
1864,0.05,0.45,0.75,144.23,7.201,2,9
1918,0.05,0.35,0.6,144.25,8.585,1,10
1932,0.05,0.35,0.95,144.25,8.688,1,10
1859,0.05,0.45,0.75,144.25,9.505,2,11
1966,0.05,0.25,0.75,144.28,8.761,1,10
1967,0.05,0.1,0.65,144.3,8.464,1,10
1967,0.05,0.3,0.85,144.31,9.317,1,11
1980,0.05,0.05,0.8,144.32,9.284,1,11
1895,0.05,0.45,0.7,144.34,7.347,2.5,9
1975,0.05,0.25,0.35,144.34,7.975,1,9
1955,0.05,0.25,0.55,144.38,7.128,1,9
1886,0.05,0.5,0.55,144.39,2.14,3,4
1953,0.05,0.3,1,144.43,7.556,2,9
1935,0.05,0.3,0.35,144.46,6.563,1,8
1896,0.05,0.35,0.4,144.47,5.983,2,7
1993,0.05,0.05,0.3,144.47,7.539,1,9
1969,0.05,0.2,0.8,144.47,8.466,1,10
1947,0.05,0.3,1,144.47,9.925,1,11
2000,0.05,0.1,0.85,144.48,6.622,1,8
1869,0.05,0.5,0.55,144.48,8.083,2,10
1925,0.05,0.4,0.45,144.49,9.853,1.5,11
1998,0.05,0.1,0.9,144.49,9.992,1,11
1933,0.05,0.3,0.5,144.51,7.053,2,9
1956,0.05,0.25,0.6,144.52,7.411,1,9
1965,0.05,0.25,0.95,144.54,9.348,1,11
1879,0.05,0.45,0.7,144.55,4.959,2,6
1880,0.05,0.5,0.4,144.56,7.797,2,9
1866,0.05,0.45,0.3,144.58,1.584,2,3
1911,0.05,0.4,0.95,144.58,9.271,2,11
1922,0.05,0.3,0.5,144.58,9.362,1,11
1895,0.05,0.5,0.65,144.6,6.31,2,8
2021,0.05,0.05,0.55,144.61,9.754,1,11
1901,0.05,0.3,0.25,144.62,3.573,1,5
1984,0.05,0.1,0.35,144.62,8.1,1,10
1879,0.05,0.5,0.85,144.63,7.669,3,9
1944,0.05,0.25,0.8,144.65,9.011,2,11
1951,0.05,0.25,0.85,144.66,8.012,1,10
1861,0.05,0.45,0.45,144.67,6.45,3,8
1980,0.05,0.2,0.5,144.67,7.639,1,9
1891,0.05,0.45,0.9,144.71,9.324,2,11
1872,0.05,0.5,0.45,144.72,2.871,1.5,4
1896,0.05,0.45,0.35,144.73,6.053,1.5,8
1896,0.05,0.4,0.4,144.76,6.992,2,8
1941,0.05,0.25,0.8,144.77,8.895,1,10
1924,0.05,0.35,0.55,144.78,9.355,1,11
1920,0.05,0.35,0.3,144.79,2.678,1,4
1964,0.05,0.2,0.35,144.79,7.947,1,9
1946,0.05,0.3,0.75,144.79,9.82,1,11
1935,0.05,0.35,0.95,144.8,8.392,1,10
1959,0.05,0.15,0.4,144.8,9.882,1,11
1907,0.05,0.45,0.6,144.82,3.243,2,5
1897,0.05,0.4,0.5,144.82,6.541,1,8
1961,0.05,0.2,0.45,144.82,9.707,1,11
1963,0.05,0.15,0.35,144.83,9.026,1,11
1983,0.05,0.2,0.45,144.84,9.082,1,11
1960,0.05,0.25,1,144.84,9.174,1,11
1964,0.05,0.25,0.65,144.85,7.225,1,9
1976,0.05,0.2,0.45,144.86,8.401,1,10
1984,0.05,0.25,0.75,144.86,8.853,1,10
1994,0.05,0.05,0.35,144.87,9.038,1,11
1944,0.05,0.1,0.25,144.89,7.097,1,9
1900,0.05,0.4,0.3,144.9,2.539,2,4
1986,0.05,0.25,1,144.9,6.087,1,8
1886,0.05,0.45,0.85,144.92,1.622,2,3
1886,0.05,0.45,0.5,144.96,8.679,2,10
1976,0.05,0.15,0.5,144.97,8.091,1,10
1965,0.05,0.2,0.6,144.97,8.993,1,10
1876,0.05,0.5,0.75,144.98,8.203,2,10
1918,0.05,0.35,0.25,144.99,1.569,2,3
1887,0.05,0.5,0.65,145,7.286,2,9
1939,0.05,0.3,0.6,145,9.618,1,11
1915,0.05,0.4,0.75,145.01,9.668,1,11
1954,0.05,0.05,0.2,145.02,1.718,1,3
1950,0.05,0.25,0.5,145.02,6.675,1,8
1942,0.05,0.2,0.35,145.07,8.456,1,10
1868,0.05,0.45,0.35,145.08,4.732,2,6
1890,0.05,0.5,1,145.08,4.788,2,6
1960,0.05,0.3,1,145.08,8.744,1,10
1940,0.05,0.25,0.75,145.08,9.429,1.5,11
1877,0.05,0.45,0.85,145.09,6.624,2,8
1894,0.05,0.5,0.95,145.1,4.601,2,6
1907,0.05,0.3,0.25,145.12,5.535,2,7
1881,0.05,0.5,0.95,145.12,7.23,2,9
2012,0.05,0.05,0.85,145.19,7.575,1,9
2003,0.05,0.05,0.9,145.19,8.371,1,10
1896,0.05,0.45,0.35,145.2,0.602,2,2
1871,0.05,0.45,0.3,145.21,0.923,2,2
1873,0.05,0.5,0.3,145.22,0.318,2,2
1933,0.05,0.35,0.7,145.22,9.204,1,11
1892,0.05,0.45,0.75,145.25,6.536,2,8
1946,0.05,0.3,0.7,145.25,8.286,2,10
2000,0.05,0.1,0.4,145.26,9.171,1,11
1977,0.05,0.35,0.55,145.26,9.464,3,11
1978,0.05,0.3,0.55,145.29,6.4,1,8
1922,0.05,0.35,0.65,145.3,6.274,1,8
1921,0.05,0.4,1,145.3,9.153,1,11
1922,0.05,0.45,0.8,145.31,9.288,2,11
1946,0.05,0.2,0.25,145.32,2.768,1,4
1910,0.05,0.4,0.65,145.35,8.282,2,10
1938,0.05,0.25,0.25,145.41,0.121,1,2
1926,0.05,0.1,0.15,145.43,0.323,1,2
1981,0.05,0.25,0.95,145.43,6.457,1,8
1967,0.05,0.3,0.7,145.44,5.749,1,7
1995,0.05,0.2,0.75,145.44,9.56,1,11
1969,0.05,0.35,0.7,145.47,8.581,1,10
1979,0.05,0.1,0.4,145.47,9.542,1,11
1925,0.05,0.35,0.25,145.48,0.49,2,2
1960,0.05,0.25,0.25,145.49,0.256,1,2
1974,0.05,0.25,0.55,145.49,9.303,1,11
2023,0.05,0.15,0.5,145.5,5.041,1,7
1951,0.05,0.2,0.25,145.51,4.585,1,6
2001,0.05,0.1,0.5,145.51,8.784,1,10
1993,0.05,0.15,0.55,145.52,8.52,1,10
1954,0.05,0.3,0.75,145.53,9.326,2,11
1963,0.05,0.3,0.35,145.54,5.67,2,7
1979,0.05,0.15,0.9,145.55,8.082,1,10
1973,0.05,0.15,0.55,145.55,9.873,1,11
1986,0.05,0.05,0.5,145.56,7.753,1,9
1972,0.05,0.25,0.45,145.58,7.027,1,9
1978,0.05,0.05,0.15,145.59,0.314,1,2
2020,0.05,0.05,0.7,145.65,9.983,1,11
1959,0.05,0.4,0.55,145.67,8.977,1,10
2000,0.05,0.05,0.4,145.7,8.274,1,10
1969,0.05,0.3,1,145.71,9.598,2,11
1868,0.05,0.45,0.5,145.72,4.421,1,6
1933,0.05,0.4,0.7,145.72,8.007,1,10
1911,0.05,0.45,0.45,145.73,9.313,2,11
2010,0.05,0.1,0.75,145.74,8.47,1,10
1849,0.05,0.5,0.3,145.75,1.901,2,3
1895,0.05,0.5,0.3,145.75,6.719,2,8
1926,0.05,0.35,0.4,145.75,6.833,2,8
1928,0.05,0.4,0.95,145.76,7.488,2,9
1914,0.05,0.4,0.9,145.77,7.619,2,9
2023,0.05,0.1,0.8,145.77,8.601,1,10
1999,0.05,0.15,0.75,145.78,9.782,1,11
1946,0.05,0.3,0.6,145.82,8.548,2,10
2015,0.05,0.1,1,145.82,9.259,1,11
1949,0.05,0.35,0.35,145.83,6.508,2,8
1961,0.05,0.3,0.4,145.83,7.926,1,9
2011,0.05,0.1,0.6,145.83,9.306,1,11
1994,0.05,0.2,0.95,145.86,9.86,1,11
1892,0.05,0.45,0.45,145.88,8.76,2,10
2003,0.05,0.15,0.6,145.91,9.402,1,11
1934,0.05,0.35,0.4,145.91,9.801,1,11
2023,0.05,0.05,0.95,145.97,8.223,1,10
1989,0.05,0.15,0.55,145.97,8.823,1,10
1987,0.05,0.25,0.5,145.98,9.682,1,11
1968,0.05,0.25,0.75,145.99,9.403,1,11
1947,0.05,0.2,0.35,146,9.168,1,11
1932,0.05,0.4,0.85,146.01,9.426,2,11
1945,0.05,0.4,0.9,146.02,2.088,2,4
1909,0.05,0.45,0.8,146.02,8.764,1,10
1969,0.05,0.15,0.35,146.03,7.68,1,9
1923,0.05,0.45,0.95,146.03,9.73,3,11
2009,0.05,0.15,0.35,146.05,9.409,1,11
1926,0.05,0.4,0.75,146.06,7.045,1.5,9
1915,0.05,0.4,0.35,146.06,7.592,2,9
1986,0.05,0.2,0.45,146.07,8.077,1,10
1971,0.05,0.05,0.15,146.08,1.171,1,3
1934,0.05,0.3,0.35,146.08,8.521,1,10
1894,0.05,0.45,1,146.09,9.001,3,11
1900,0.05,0.4,0.25,146.14,1.753,2,3
1912,0.05,0.45,1,146.14,8.58,2,10
1975,0.05,0.2,0.85,146.14,9.406,1,11
2009,0.05,0.2,0.55,146.16,9.943,1,11
1971,0.05,0.25,1,146.17,8.023,1,10
1977,0.05,0.05,0.2,146.26,1.965,1,3
1968,0.05,0.25,0.75,146.27,8.999,1,10
1974,0.05,0.2,0.7,146.28,9.492,1,11
2004,0.05,0.1,0.75,146.3,8.349,1,10
1909,0.05,0.4,0.95,146.3,8.92,2,10
1948,0.05,0.3,0.4,146.31,7.922,1,9
2024,0.05,0.15,0.85,146.34,8.803,1,10
1927,0.05,0.45,1,146.35,5.675,1,7
1950,0.05,0.4,0.3,146.37,0.483,2,2
1975,0.05,0.3,0.35,146.38,8.933,2,10
1963,0.05,0.25,0.9,146.38,9.212,1,11
1933,0.05,0.4,0.9,146.39,7.595,1,9
2007,0.05,0.1,0.95,146.39,8.695,1,10
2014,0.05,0.15,0.85,146.41,9.773,1,11
1918,0.05,0.45,1,146.42,9.276,2.5,11
1999,0.05,0.2,0.9,146.48,9.951,1,11
1946,0.05,0.35,0.65,146.5,9.509,2,11
2013,0.05,0.15,0.65,146.52,8.359,1,10
2025,0.05,0.15,0.85,146.52,9.053,1,11
1946,0.05,0.4,0.45,146.53,9.643,2,11
1939,0.05,0.4,0.95,146.54,9.792,2,11
2006,0.05,0.15,0.35,146.56,9.043,1,11
1942,0.05,0.35,0.65,146.57,6.906,1,8
1930,0.05,0.4,0.4,146.59,3.013,1,5
1995,0.05,0.3,0.55,146.63,9.984,1,11
1939,0.05,0.4,0.25,146.64,0.537,2,2
1928,0.05,0.4,0.65,146.64,9.44,2,11
1904,0.05,0.5,0.8,146.65,7.136,2,9
2033,0.05,0.05,0.45,146.65,9.133,1,11
1991,0.05,0.3,0.85,146.67,8.059,1,10
2033,0.05,0.1,0.95,146.67,9.104,1,11
2025,0.05,0.1,0.6,146.67,9.94,1,11
1989,0.05,0.3,0.85,146.68,7.246,1,9
1955,0.05,0.4,0.25,146.71,0.933,2,2
1991,0.05,0.15,0.35,146.72,8.606,1,10
1961,0.05,0.3,0.25,146.75,0.445,1,2
2036,0.05,0.05,0.7,146.75,8.308,1,10
1950,0.05,0.3,0.95,146.75,9.676,1,11
1991,0.05,0.25,0.5,146.76,9.08,1,11
2014,0.05,0.1,0.65,146.76,9.183,1,11
1941,0.05,0.4,0.45,146.77,8.235,2,10
1886,0.05,0.5,0.85,146.77,9.805,2,11
1889,0.05,0.45,0.3,146.78,1.468,2,3
2033,0.05,0.05,0.75,146.8,8.359,0,10
1972,0.05,0.3,0.55,146.82,9.329,1,11
2020,0.05,0.05,0.65,146.84,9.679,1,11
1961,0.05,0.35,0.9,146.91,8.743,2,10
1946,0.05,0.4,0.35,146.93,8.572,1,10
2023,0.05,0.1,0.9,146.94,9.228,1,11
2050,0.05,0.05,0.95,146.94,9.322,1,11
1981,0.05,0.25,0.5,146.95,7.178,1,9
1972,0.05,0.4,0.9,146.96,8.244,2,10
1911,0.05,0.45,0.85,146.98,7.236,2,9
2033,0.05,0.05,0.8,147.05,8.228,1,10
1877,0.05,0.5,0.55,147.05,8.323,2,10
1878,0.05,0.5,0.9,147.05,8.901,3,10
2047,0.05,0.1,0.8,147.06,9.644,1,11
1994,0.05,0.1,0.25,147.07,3.4,1,5
1904,0.05,0.5,0.55,147.07,5.856,2,7
2072,0.05,0.05,0.9,147.07,8.547,1,10
1957,0.05,0.35,0.9,147.08,9.362,2,11
2029,0.05,0.15,0.55,147.09,9.82,1,11
2019,0.05,0.15,0.35,147.11,8.96,1,10
2003,0.05,0.1,0.3,147.13,9.5,1,11
2041,0.05,0.1,0.75,147.13,9.931,1.5,11
1995,0.05,0.2,0.85,147.14,9.591,1,11
2029,0.05,0.15,0.95,147.17,8.073,1,10
1925,0.05,0.45,0.35,147.19,4.286,2,6
2026,0.05,0.1,0.5,147.23,8.431,1,10
1995,0.05,0.2,0.6,147.25,8.49,1.5,10
1958,0.05,0.2,0.3,147.27,9.837,2,11
1985,0.05,0.1,0.25,147.29,7.955,1,9
1985,0.05,0.2,0.35,147.29,8.837,1,10
1903,0.05,0.5,0.45,147.3,9.193,2,11
1933,0.05,0.15,0.15,147.31,0.14,1,2
1896,0.05,0.5,0.3,147.31,3.636,3,5
1969,0.05,0.3,0.4,147.31,9.157,1,11
1952,0.05,0.25,0.3,147.32,3.612,1,5
1995,0.05,0.3,0.8,147.32,7.716,2,9
1986,0.05,0.2,0.3,147.33,6.882,1,8
2025,0.05,0.25,0.45,147.33,9.484,1,11
1931,0.05,0.35,0.3,147.34,0.799,1,2
2010,0.05,0.2,0.8,147.34,7.393,1,9
1978,0.05,0.35,0.75,147.34,9.619,1,11
2002,0.05,0.2,0.65,147.34,9.757,1,11
2028,0.05,0.05,0.3,147.35,8.388,1,10
2047,0.05,0.1,0.95,147.37,4.065,1,6
1975,0.05,0.35,0.6,147.4,9.167,1,11
2026,0.05,0.25,0.5,147.42,8.528,1,10
2036,0.05,0.1,0.65,147.44,6.082,1,8
2009,0.05,0.1,0.55,147.45,8.936,1,10
1970,0.05,0.35,1,147.52,8.614,1.5,10
2004,0.05,0.2,0.45,147.52,9.595,1,11
2024,0.05,0.2,0.9,147.55,8.768,2,10
1972,0.05,0.3,1,147.57,9.975,1,11
1958,0.05,0.35,0.85,147.6,9.837,2,11
2014,0.05,0.2,0.35,147.61,5.347,1,7
1957,0.05,0.35,0.45,147.61,5.627,1,7
1927,0.05,0.4,0.4,147.61,8.497,2,10
2014,0.05,0.1,0.3,147.64,6.656,1,8
2003,0.05,0.25,0.45,147.66,8.803,1.5,10
2016,0.05,0.2,0.9,147.69,9.095,1,11
2016,0.05,0.25,1,147.69,9.148,1,11
1994,0.05,0.25,0.65,147.7,5.124,1,7
1981,0.05,0.4,0.95,147.7,6.364,2,8
1991,0.05,0.3,1,147.7,9.323,1,11
2024,0.05,0.1,0.35,147.7,9.546,1,11
2021,0.05,0.1,0.3,147.71,8.556,1,10
1952,0.05,0.45,0.9,147.72,7.377,1,9
1963,0.05,0.3,0.7,147.73,6.964,1,8
2027,0.05,0.1,0.5,147.74,9.39,1,11
2036,0.05,0.1,0.8,147.75,7.253,1,9
2051,0.05,0.1,0.55,147.75,7.679,1,9
2019,0.05,0.2,0.9,147.77,9.13,1,11
1974,0.05,0.4,0.55,147.79,9.845,2,11
1989,0.05,0.2,0.3,147.82,9.16,1,11
2028,0.05,0.05,0.95,147.83,9.727,1,11
1963,0.05,0.35,0.75,147.83,9.892,2,11
1985,0.05,0.3,0.5,147.85,9.929,2,11
2025,0.05,0.05,0.3,147.89,7.836,1,9
2024,0.05,0.15,0.4,147.89,9.982,1,11
2002,0.05,0.2,0.4,147.91,9.346,1,11
1974,0.05,0.35,0.85,147.93,9.087,1,11
1995,0.05,0.1,0.25,147.96,7.023,1,9
1928,0.05,0.4,0.3,147.98,0.503,2,2
1981,0.05,0.3,0.45,147.99,4.937,1,6
1994,0.05,0.25,0.8,147.99,5.276,1.5,7
1973,0.05,0.35,0.85,147.99,8.706,2,10
1991,0.05,0.3,0.6,147.99,9.305,1.5,11
2033,0.05,0.05,0.4,148.01,9.952,1,11
1983,0.05,0.3,0.95,148.05,8.128,1,10
2015,0.05,0.2,0.7,148.06,7.941,1,9
1954,0.05,0.45,0.9,148.06,8.911,2,10
1997,0.05,0.05,0.15,148.07,2.305,1,4
1970,0.05,0.25,0.25,148.07,3.474,1.5,5
2028,0.05,0.15,0.55,148.07,8.28,1,10
2028,0.05,0.15,0.75,148.07,9.106,1,11
2036,0.05,0.05,0.45,148.1,8.509,1,10
2030,0.05,0.2,0.8,148.11,9.131,1,11
2055,0.05,0.1,0.7,148.11,9.19,1,11
1975,0.05,0.4,0.6,148.14,5.805,2,7
2049,0.05,0.05,0.5,148.17,6.136,1,8
2018,0.05,0.2,0.9,148.19,8.651,1,10
2029,0.05,0.1,0.75,148.19,9.399,1,11
1992,0.05,0.1,0.2,148.21,1.033,1,3
2052,0.05,0.15,0.95,148.21,8.404,1,10
1976,0.05,0.35,0.75,148.21,9.743,2,11
2023,0.05,0.1,0.75,148.22,8.113,1,10
1965,0.05,0.3,0.3,148.23,1.922,1,3
1940,0.05,0.4,0.6,148.23,9.318,1,11
2036,0.05,0.15,0.85,148.24,7.299,1,9
1996,0.05,0.25,0.8,148.25,8.944,1,10
2016,0.05,0.2,1,148.25,9.621,1,11
2014,0.05,0.3,0.8,148.26,5.271,1,7
2064,0.05,0.1,1,148.26,9.243,1,11
2010,0.05,0.25,0.65,148.27,6.613,1,8
1994,0.05,0.25,0.35,148.27,6.665,1,8
1983,0.05,0.15,0.2,148.28,0.368,1,2
2009,0.05,0.05,0.25,148.31,3.383,1,5
1987,0.05,0.3,0.4,148.32,8.063,1,10
1991,0.05,0.15,0.3,148.34,9.498,1,11
2018,0.05,0.25,0.7,148.35,8.325,2,10
2061,0.05,0.05,0.4,148.35,9.542,1,11
1919,0.05,0.45,0.35,148.37,7.143,2,9
1921,0.05,0.5,0.45,148.37,8.295,2.5,10
1943,0.05,0.45,0.65,148.37,8.376,1,10
2003,0.05,0.2,0.5,148.39,8.018,1,10
2035,0.05,0.05,0.9,148.42,9.243,1,11
1997,0.05,0.15,0.7,148.45,9.674,1,11
1991,0.05,0.3,0.45,148.46,9.935,1,11
2003,0.05,0.3,0.9,148.47,7.366,1.5,9
2001,0.05,0.25,0.8,148.49,8.889,1,10
1918,0.05,0.5,0.95,148.52,2.724,2,4
1898,0.05,0.5,0.5,148.52,2.841,2,4
2043,0.05,0.2,0.8,148.52,8.132,1,10
2035,0.05,0.1,0.9,148.52,9.875,1,11
2033,0.05,0.1,0.35,148.52,9.999,1,11
2013,0.05,0.2,0.75,148.53,9.922,1,11
2006,0.05,0.3,0.5,148.56,8.261,1,10
2049,0.05,0.15,0.65,148.56,9.548,1,11
2042,0.05,0.15,0.45,148.57,8.339,1,10
2004,0.05,0.35,0.9,148.57,9.545,2,11
1926,0.05,0.45,0.35,148.59,4.975,1,6
1972,0.05,0.3,0.35,148.59,8.454,1,10
2038,0.05,0.1,0.6,148.61,8.99,1,10
1947,0.05,0.5,0.8,148.62,9.204,2,11
2054,0.05,0.05,0.65,148.63,7.61,1,9
1983,0.05,0.35,0.7,148.63,7.685,2,9
2001,0.05,0.25,0.55,148.63,8.974,1,10
1980,0.05,0.3,0.4,148.63,9.363,1,11
