ticks,adult,child,cost-benefit,generations,gene,median-children,median-education
1056,0.05,0.5,0.5,81.8,7.79,2,9
1073,0.05,0.5,0.5,84.28,7.487,2,9
1077,0.05,0.5,0.5,84.14,7.166,2,9
1079,0.05,0.4,0.5,80.58,7.647,2,9
1080,0.05,0.4,0.5,81.48,7.753,2,9
1086,0.05,0.4,0.5,81.59,7.413,2,9
1092,0.05,0.4,0.5,83.07,7.455,2,9
1094,0.05,0.45,0.5,82.49,7.531,2,9
1097,0.05,0.45,0.5,83.92,7.881,2,9
1106,0.05,0.5,0.5,84.63,7.178,2,9
1116,0.05,0.45,0.5,85.64,7.954,2,9
1120,0.05,0.4,0.5,84.41,7.559,2,9
1120,0.05,0.4,0.5,84.71,7.247,2,9
1123,0.05,0.5,0.5,87.19,7.463,2,9
1126,0.05,0.3,0.5,83.82,7.983,2,9
1127,0.05,0.3,0.5,83.19,7.224,2,9
1128,0.05,0.3,0.5,82.17,7.133,2,9
1142,0.05,0.3,0.5,84.01,7.28,2,9
1150,0.05,0.4,0.5,85.62,7.396,2,9
1151,0.05,0.5,0.5,89.53,7.288,2,9
1153,0.05,0.5,0.5,89.23,7.931,2,9
1158,0.05,0.5,0.5,88.93,7.489,2,9
1164,0.05,0.45,0.5,88.28,7.918,2,9
1166,0.05,0.4,0.5,87.94,7.642,2,9
1167,0.05,0.45,0.5,87.99,7.723,2,9
1169,0.05,0.5,0.5,89.71,7.862,2,9
1175,0.05,0.45,0.5,90.07,7.245,2,9
1177,0.05,0.3,0.5,85.94,7.611,2,9
1177,0.05,0.45,0.5,88.72,7.442,2,9
1177,0.05,0.45,0.5,89.78,7.309,2,9
1184,0.05,0.4,0.5,90.48,7.592,2,9
1188,0.05,0.45,0.5,91.49,7.933,2,9
1191,0.05,0.4,0.5,88.66,7.732,2,9
1192,0.05,0.45,0.5,91.5,7.183,2,9
1193,0.05,0.5,0.5,91.67,7.842,2,9
1197,0.05,0.45,0.5,92.15,7.177,2,9
1199,0.05,0.45,0.5,92.01,7.867,2,9
1215,0.05,0.25,0.5,90.33,7.533,2,9
1219,0.05,0.4,0.5,92.7,7.134,2,9
1223,0.05,0.4,0.5,92.45,7.068,2,9
1227,0.05,0.45,0.5,92.67,7.179,2,9
1229,0.05,0.45,0.5,94.36,7.711,2,9
1233,0.05,0.35,0.5,92.54,7.361,2,9
1234,0.05,0.4,0.5,92.68,7.602,2,9
1235,0.05,0.5,0.5,95,7.536,2,9
1239,0.05,0.3,0.5,91.79,7.701,2,9
1240,0.05,0.5,0.5,95.99,7.371,2,9
1242,0.05,0.35,0.5,93.82,7.36,2,9
1245,0.05,0.3,0.5,91.82,7.258,2,9
1248,0.05,0.3,0.5,91.74,7.891,2,9
1248,0.05,0.45,0.5,97.03,7.184,2,9
1250,0.05,0.35,0.5,94.04,7.181,2,9
1251,0.05,0.3,0.5,91.76,7.803,2,9
1252,0.05,0.45,0.5,95.77,7.455,2,9
1257,0.05,0.45,0.5,95.7,7.58,2,9
1270,0.05,0.4,0.5,96.56,7.562,2,9
1271,0.05,0.25,0.5,93.88,7.115,2,9
1274,0.05,0.4,0.5,97.14,7.726,2,9
1283,0.05,0.4,0.5,97.42,7.565,2,9
1283,0.05,0.45,0.5,99.11,7.356,2,9
1285,0.05,0.25,0.5,94.96,7.403,2,9
1285,0.05,0.4,0.5,96.46,7.459,2,9
1288,0.05,0.45,0.5,99.02,7.024,2,9
1293,0.05,0.35,0.5,96.24,7.333,2,9
1298,0.05,0.5,0.5,100.82,7.244,2,9
1302,0.05,0.45,0.5,99.26,7.684,2,9
1304,0.05,0.35,0.5,98.61,7.683,2,9
1308,0.05,0.4,0.5,97.51,7.643,2,9
1315,0.05,0.35,0.5,99.38,7.156,2,9
1315,0.05,0.4,0.5,100.37,7.083,2,9
1319,0.05,0.4,0.5,101.49,7.571,2,9
1320,0.05,0.35,0.5,97.86,7.45,2,9
1321,0.05,0.35,0.5,99.55,7.448,2,9
1322,0.05,0.4,0.5,100.6,7.131,2,9
1329,0.05,0.45,0.5,100.86,7.409,2,9
1338,0.05,0.35,0.5,100.51,7.307,2,9
1340,0.05,0.5,0.5,104.76,7.699,2,9
1347,0.05,0.3,0.5,100.65,7.466,2,9
1349,0.05,0.35,0.5,101.46,7.889,2,9
1352,0.05,0.5,0.5,103.61,7.061,2,9
1360,0.05,0.2,0.5,99.65,7.838,2,9
1368,0.05,0.45,0.5,104.18,7.534,2,9
1371,0.05,0.3,0.5,101.89,7.038,2,9
1375,0.05,0.5,0.5,107.43,7.557,2,9
1378,0.05,0.45,0.5,102.92,7.044,2,9
1390,0.05,0.4,0.5,105.51,7.29,2,9
1393,0.05,0.4,0.5,104.48,7.734,2,9
1397,0.05,0.5,0.5,106.77,7.587,2,9
1399,0.05,0.4,0.5,104.68,7.877,2,9
1399,0.05,0.45,0.5,109.33,7.435,2,9
1401,0.05,0.4,0.5,106.07,7.512,2,9
1417,0.05,0.4,0.5,107.56,7.718,2,9
1422,0.05,0.5,0.5,110.47,7.797,2,9
1423,0.05,0.45,0.5,109.09,7.873,2,9
1428,0.05,0.3,0.5,106.08,7.79,2,9
1435,0.05,0.35,0.5,109.37,7.895,2,9
1435,0.05,0.45,0.5,110.89,7.827,2,9
1443,0.05,0.4,0.5,111.38,7.165,2,9
1445,0.05,0.5,0.5,112.6,7.687,2,9
1446,0.05,0.3,0.5,108.46,7.979,2,9
1450,0.05,0.4,0.5,109.46,7.511,2,9
1452,0.05,0.4,0.5,109.3,7.82,2,9
1465,0.05,0.3,0.5,109.09,7.1,2,9
1465,0.05,0.45,0.5,111.38,7.289,2,9
1468,0.05,0.5,0.5,114.42,7.67,2,9
1471,0.05,0.35,0.5,109.27,7.911,2,9
1478,0.05,0.45,0.5,114.09,7.189,2,9
1483,0.05,0.5,0.5,113.8,7.379,2,9
1490,0.05,0.25,0.5,109.52,7.307,2,9
1491,0.05,0.4,0.5,112.84,7.43,2,9
1511,0.05,0.5,0.5,116.79,7.644,2,9
1514,0.05,0.4,0.5,115.63,7.463,2,9
1520,0.05,0.4,0.5,117.13,7.428,2,9
1521,0.05,0.4,0.5,114.33,7.255,2,9
1535,0.05,0.45,0.5,117.3,7.365,2,9
1539,0.05,0.5,0.5,116.35,7.892,2,9
1541,0.05,0.35,0.5,115.84,7.788,2,9
1545,0.05,0.35,0.5,116.38,7.158,2,9
1545,0.05,0.45,0.5,116.42,7.686,2,9
1545,0.05,0.35,0.5,117.03,7.702,2,9
1552,0.05,0.5,0.5,119.35,7.178,2,9
1557,0.05,0.4,0.5,118.77,7.821,2,9
1557,0.05,0.45,0.5,118.77,7.479,2,9
1561,0.05,0.35,0.5,117,7.635,2,9
1564,0.05,0.35,0.5,116.43,7.286,2,9
1564,0.05,0.45,0.5,118.43,7.516,2,9
1566,0.05,0.35,0.5,116.12,7.311,2,9
1566,0.05,0.45,0.5,118.4,7.054,2,9
1577,0.05,0.35,0.5,118.53,7.629,2,9
1607,0.05,0.5,0.5,122.78,7.865,2,9
1610,0.05,0.45,0.5,123,7.708,2,9
1611,0.05,0.5,0.5,125.64,7.921,2,9
1612,0.05,0.4,0.5,121.13,7.12,2,9
1643,0.05,0.45,0.5,125.42,7.856,2,9
1648,0.05,0.35,0.5,124.12,7.559,2,9
1655,0.05,0.4,0.5,125.34,7.784,2,9
1656,0.05,0.45,0.5,128.17,7.971,2,9
1658,0.05,0.35,0.5,123.92,7.597,2,9
1659,0.05,0.35,0.5,124.13,7.419,2,9
1661,0.05,0.5,0.5,125.93,7.251,2,9
1661,0.05,0.5,0.5,131.16,7.407,2,9
1663,0.05,0.4,0.5,126.7,7.204,2,9
1669,0.05,0.45,0.5,127.97,7.926,2,9
1676,0.05,0.4,0.5,125.44,7.291,2,9
1676,0.05,0.4,0.5,127,7.419,2,9
1676,0.05,0.5,0.5,129.05,7.086,2,9
1684,0.05,0.5,0.5,131.39,7.609,2,9
1702,0.05,0.4,0.5,127.82,7.137,2,9
1713,0.05,0.3,0.5,127.97,7.627,2,9
1732,0.05,0.4,0.5,130.78,7.228,2,9
1752,0.05,0.4,0.5,132.56,7.879,2,9
1758,0.05,0.45,0.5,134.84,7.22,2,9
1759,0.05,0.35,0.5,131.96,7.378,2,9
1764,0.05,0.4,0.5,133.1,7.504,2,9
1767,0.05,0.4,0.5,132.98,7.192,2,9
1769,0.05,0.45,0.5,138.49,7.835,2,9
1775,0.05,0.45,0.5,134.12,7.452,2,9
1777,0.05,0.45,0.5,136.32,7.246,2,9
1778,0.05,0.45,0.5,137.08,7.66,2,9
1780,0.05,0.25,0.5,132.06,7.059,2,9
1782,0.05,0.5,0.5,136.99,7.599,2,9
1798,0.05,0.25,0.5,133.49,7.396,2,9
1798,0.05,0.35,0.5,134.25,7.151,2,9
1798,0.05,0.5,0.5,136.24,7.255,2,9
1800,0.05,0.45,0.5,136.55,7.796,2,9
1801,0.05,0.25,0.5,132.41,7.923,2,9
1804,0.05,0.5,0.5,139.44,7.31,2,9
1809,0.05,0.5,0.5,140.16,7.4,2,9
1814,0.05,0.45,0.5,139.23,7.053,2,9
1823,0.05,0.45,0.5,140.59,7.348,2,9
1828,0.05,0.45,0.5,140.16,7.615,2,9
1836,0.05,0.5,0.5,143.15,7.407,2,9
1844,0.05,0.45,0.5,141.11,7.955,2,9
1846,0.05,0.3,0.5,137.79,7.375,2,9
1849,0.05,0.4,0.5,139.18,7.05,2,9
1852,0.05,0.4,0.5,138.99,7.383,2,9
1859,0.05,0.4,0.5,139.79,7.029,2,9
1861,0.05,0.35,0.5,138.73,7.529,2,9
1862,0.05,0.45,0.5,142.91,7.266,2,9
1876,0.05,0.45,0.5,142.63,7.222,2,9
1885,0.05,0.3,0.5,141.28,7.001,2,9
1891,0.05,0.5,0.5,147.58,7.689,2,9
1894,0.05,0.15,0.5,137.42,7.126,2,9
1897,0.05,0.4,0.5,144.8,7.476,2,9
1907,0.05,0.45,0.5,145.47,7.255,2,9
1919,0.05,0.45,0.5,146.47,7.232,2,9
1926,0.05,0.35,0.5,144.46,7.486,2,9
1937,0.05,0.4,0.5,147.09,7.315,2,9
1944,0.05,0.45,0.5,147.24,7.762,2,9
1959,0.05,0.25,0.5,143.82,7.106,2,9
1964,0.05,0.3,0.5,144.78,7.698,2,9
1969,0.05,0.5,0.5,154.94,7.559,2,9
1970,0.05,0.4,0.5,148.25,7.647,2,9
1971,0.05,0.5,0.5,149.14,7.745,2,9
1977,0.05,0.45,0.5,148.84,7.607,2,9
1987,0.05,0.45,0.5,150.12,7.819,2,9
1997,0.05,0.45,0.5,151.94,7.858,2,9
1997,0.05,0.5,0.5,153.16,7.728,2,9
1998,0.05,0.4,0.5,151.94,7.26,2,9
2009,0.05,0.45,0.5,156.24,7.587,2,9
2016,0.05,0.45,0.5,155.09,7.367,2,9
2034,0.05,0.35,0.5,153.97,7.938,2,9
2035,0.05,0.3,0.5,151.63,7.612,2,9
2044,0.05,0.5,0.5,156.33,7.013,2,9
2046,0.05,0.4,0.5,154.08,7.895,2,9
2059,0.05,0.4,0.5,155.9,7.441,2,9
2064,0.05,0.35,0.5,155.69,7.542,2,9
2066,0.05,0.35,0.5,155.48,7.251,2,9
2069,0.05,0.45,0.5,158,7.769,2,9
2073,0.05,0.45,0.5,156.97,7.595,2,9
2078,0.05,0.5,0.5,160.93,7.519,2,9
2083,0.05,0.25,0.5,153.79,7.095,2,9
2086,0.05,0.45,0.5,158.77,7.848,2,9
2089,0.05,0.35,0.5,157.14,7.043,2,9
2097,0.05,0.35,0.5,156.64,7.318,2,9
2103,0.05,0.4,0.5,158.91,7.042,2,9
2126,0.05,0.25,0.5,157.2,7.35,2,9
2148,0.05,0.35,0.5,160.52,7.41,2,9
2149,0.05,0.45,0.5,163.85,7.5,2,9
2152,0.05,0.35,0.5,161.25,7.063,2,9
2157,0.05,0.35,0.5,161.35,7.69,2,9
2159,0.05,0.45,0.5,162.23,7.732,2,9
2162,0.05,0.35,0.5,162.74,7.842,2,9
2167,0.05,0.45,0.5,166.56,7.888,2,9
2172,0.05,0.4,0.5,164.4,7.407,2,9
2177,0.05,0.35,0.5,162.53,7.717,2,9
2203,0.05,0.3,0.5,163.13,7.956,2,9
2206,0.05,0.5,0.5,171.25,7.199,2,9
2212,0.05,0.25,0.5,161.89,7.012,2,9
2213,0.05,0.45,0.5,168.76,7.692,2,9
2219,0.05,0.45,0.5,169.89,7.664,2,9
2225,0.05,0.45,0.5,170.27,7.048,2,9
2239,0.05,0.45,0.5,171.68,7.738,2,9
2242,0.05,0.45,0.5,170.36,7.076,2,9
2243,0.05,0.35,0.5,168.37,7.723,2,9
2248,0.05,0.45,0.5,170.55,7.51,2,9
2253,0.05,0.35,0.5,169.2,7.316,2,9
2265,0.05,0.4,0.5,170.53,7.999,2,9
2269,0.05,0.4,0.5,171.3,7.046,2,9
2273,0.05,0.4,0.5,173.84,7.305,2,9
2279,0.05,0.4,0.5,173.97,7.353,2,9
2285,0.05,0.25,0.5,168.04,7.656,2,9
2295,0.05,0.25,0.5,169.61,7.23,2,9
2299,0.05,0.3,0.5,171.83,7.051,2,9
2305,0.05,0.35,0.5,173,7.905,2,9
2309,0.05,0.5,0.5,180.4,7.735,2,9
2332,0.05,0.45,0.5,175.45,7.417,2,9
2335,0.05,0.4,0.5,178.22,7.977,2,9
2350,0.05,0.35,0.5,177.03,7.345,2,9
2360,0.05,0.4,0.5,180.52,7.815,2,9
2368,0.05,0.45,0.5,183.24,7.464,2,9
2369,0.05,0.4,0.5,178.45,7.03,2,9
2369,0.05,0.45,0.5,181.09,7.412,2,9
2372,0.05,0.5,0.5,183.24,7.342,2,9
2373,0.05,0.45,0.5,180.44,7.498,2,9
2383,0.05,0.35,0.5,177.39,7.318,2,9
2402,0.05,0.5,0.5,184.09,7.136,2,9
2405,0.05,0.45,0.5,183.25,7.19,2,9
2406,0.05,0.4,0.5,182.32,7.524,2,9
2428,0.05,0.4,0.5,183.23,7.171,2,9
2430,0.05,0.45,0.5,185.17,7.252,2,9
2448,0.05,0.4,0.5,184.12,7.612,2,9
2468,0.05,0.45,0.5,188.11,7.362,2,9
2487,0.05,0.4,0.5,188.7,7.827,2,9
2495,0.05,0.25,0.5,183.41,7.973,2,9
2500,0.05,0.45,0.5,191.65,7.304,2,9
2510,0.05,0.3,0.5,187.63,7.823,2,9
2534,0.05,0.35,0.5,192,7.822,2,9
2552,0.05,0.4,0.5,194.55,7.337,2,9
2567,0.05,0.45,0.5,195.93,7.306,2,9
2574,0.05,0.4,0.5,194.46,7.406,2,9
2577,0.05,0.35,0.5,191.82,7.124,2,9
2582,0.05,0.35,0.5,193.9,7.737,2,9
2585,0.05,0.25,0.5,190.95,7.545,2,9
2589,0.05,0.45,0.5,199.15,7.981,2,9
2600,0.05,0.35,0.5,194.04,7.966,2,9
2612,0.05,0.45,0.5,198.96,7.79,2,9
2627,0.05,0.4,0.5,200.04,7.992,2,9
2631,0.05,0.25,0.5,193.82,7.882,2,9
2639,0.05,0.25,0.5,195.05,7.718,2,9
2639,0.05,0.4,0.5,198.92,7.517,2,9
2642,0.05,0.4,0.5,200.81,7.142,2,9
2644,0.05,0.35,0.5,199.48,7.688,2,9
2649,0.05,0.45,0.5,206.29,7.52,2,9
2653,0.05,0.5,0.5,204.66,7.715,2,9
2654,0.05,0.35,0.5,199.73,7.743,2,9
2654,0.05,0.4,0.5,202.35,7.947,2,9
2656,0.05,0.45,0.5,203.9,7.236,2,9
2669,0.05,0.35,0.5,199.57,7.546,2,9
2675,0.05,0.45,0.5,206.04,7.127,2,9
2676,0.05,0.35,0.5,200.22,7.176,2,9
2687,0.05,0.5,0.5,210.18,7.555,2,9
2699,0.05,0.2,0.5,199.99,7.354,2,9
2699,0.05,0.3,0.5,202.91,7.304,2,9
2722,0.05,0.4,0.5,206.84,7.992,2,9
2754,0.05,0.45,0.5,212.27,7.951,2,9
2756,0.05,0.35,0.5,209.23,7.264,2,9
2780,0.05,0.25,0.5,204.75,7.369,2,9
2784,0.05,0.35,0.5,209.75,7.693,2,9
2801,0.05,0.35,0.5,209.6,7.908,2,9
2811,0.05,0.4,0.5,215.76,7.868,2,9
2845,0.05,0.3,0.5,214.5,7.704,2,9
2857,0.05,0.4,0.5,216.87,7.263,2,9
2869,0.05,0.4,0.5,217.71,7.859,2,9
2872,0.05,0.45,0.5,220.95,7.102,2,9
2907,0.05,0.35,0.5,217.65,7.53,2,9
2914,0.05,0.4,0.5,219.34,7.422,2,9
2916,0.05,0.35,0.5,218.77,7.442,2,9
2924,0.05,0.35,0.5,217.67,7.078,2,9
2941,0.05,0.3,0.5,217.96,7.021,2,9
2985,0.05,0.4,0.5,226.77,7.33,2,9
3012,0.05,0.45,0.5,233.47,7.892,2,9
3013,0.05,0.35,0.5,226.11,7.289,2,9
3025,0.05,0.25,0.5,225.13,7.347,2,9
3027,0.05,0.4,0.5,231.77,7.121,2,9
3033,0.05,0.3,0.5,226.16,7.299,2,9
3034,0.05,0.5,0.5,234.14,7.719,2,9
3039,0.05,0.35,0.5,229.5,7.045,2,9
3042,0.05,0.3,0.5,226.4,7.771,2,9
3052,0.05,0.4,0.5,231.43,7.116,2,9
3053,0.05,0.4,0.5,230.43,7.311,2,9
3086,0.05,0.25,0.5,229.56,7.025,2,9
3100,0.05,0.35,0.5,234.67,7.186,2,9
3107,0.05,0.4,0.5,234.01,7.714,2,9
3111,0.05,0.4,0.5,237.52,7.409,2,9
3163,0.05,0.3,0.5,236.43,7.001,2,9
3170,0.05,0.4,0.5,240.32,7.044,2,9
3191,0.05,0.4,0.5,243.42,7.869,2,9
3261,0.05,0.4,0.5,249.05,7.289,2,9
3266,0.05,0.3,0.5,246.99,7.456,2,9
3280,0.05,0.25,0.5,241.97,7.058,2,9
3283,0.05,0.45,0.5,251.82,7.464,2,9
3291,0.05,0.45,0.5,250.88,7.353,2,9
3364,0.05,0.35,0.5,251.29,7.089,2,9
3368,0.05,0.3,0.5,253.05,7.891,2,9
3394,0.05,0.45,0.5,260.37,7.63,2,9
3407,0.05,0.5,0.5,263.36,7.465,2,9
3426,0.05,0.45,0.5,261.14,7.095,2,9
3486,0.05,0.15,0.5,254.68,7.663,2,9
3487,0.05,0.25,0.5,258.96,7.48,2,9
3501,0.05,0.45,0.5,267.28,7.102,2,9
3505,0.05,0.3,0.5,260.11,7.405,2,9
3533,0.05,0.45,0.5,272.1,7.71,2,9
3610,0.05,0.35,0.5,273.89,7.243,2,9
3644,0.05,0.4,0.5,275.29,7.888,2,9
3664,0.05,0.4,0.5,277.11,7.102,2,9
3700,0.05,0.5,0.5,286.09,7.034,2,9
3779,0.05,0.35,0.5,283.39,7.744,2,9
3787,0.05,0.45,0.5,293.12,7.947,2,9
3797,0.05,0.4,0.5,289.9,7.16,2,9
3820,0.05,0.25,0.5,283.5,7.083,2,9
3854,0.05,0.45,0.5,294.34,7.16,2,9
3858,0.05,0.45,0.5,296.2,7.566,2,9
3872,0.05,0.35,0.5,292.54,7.923,2,9
3951,0.05,0.45,0.5,298.87,7.53,2,9
3973,0.05,0.45,0.5,303.77,7.658,2,9
4002,0.05,0.45,0.5,308.45,7.538,2,9
4146,0.05,0.4,0.5,315.62,7.036,2,9
4183,0.05,0.35,0.5,314.16,7.728,2,9
4257,0.05,0.3,0.5,318.59,7.368,2,9
4384,0.05,0.3,0.5,325.96,7.819,2,9
4402,0.05,0.2,0.5,322.63,7.556,2,9
4527,0.05,0.4,0.5,342.86,7.934,2,9
4631,0.05,0.4,0.5,350.18,7.619,2,9
4799,0.05,0.3,0.5,359.81,7.518,2,9
4851,0.05,0.25,0.5,359.81,7.914,2,9
4869,0.05,0.5,0.5,372.54,7.569,2,9
5175,0.05,0.3,0.5,387.2,7.812,2,9
6056,0.05,0.35,0.5,456.27,7.674,2,9
6315,0.05,0.25,0.5,467.85,7.865,2,9
7332,0.05,0.35,0.5,549.75,7.051,2,9
7351,0.05,0.3,0.5,547.67,7.703,2,9
7369,0.05,0.3,0.5,550.73,7.004,2,9
8219,0.05,0.5,0.5,636.41,7.266,2,9
1000,0.05,0.5,0.5,78.67,6.649,2,8
1008,0.05,0.2,0.5,73.21,6.235,2,8
1010,0.05,0.5,0.5,77.96,6.267,2,8
1015,0.05,0.5,0.5,78.53,6.414,2,8
1016,0.05,0.35,0.5,76.52,6.972,2,8
1037,0.05,0.35,0.5,76.98,6.239,2,8
1046,0.05,0.3,0.5,76.84,6.449,2,8
1047,0.05,0.4,0.5,78.32,6.625,2,8
1065,0.05,0.35,0.5,80.24,6.143,2,8
1069,0.05,0.35,0.5,80.26,6.779,2,8
1075,0.05,0.55,0.5,84.6,6.216,2,8
1082,0.05,0.5,0.5,85.27,6.573,2,8
1087,0.05,0.5,0.5,82.74,6.604,2,8
1087,0.05,0.45,0.5,83.12,6.045,2,8
1111,0.05,0.55,0.5,88.2,6.653,2,8
1112,0.05,0.55,0.5,86.09,6.586,2,8
1119,0.05,0.5,0.5,86.01,6.127,2,8
1121,0.05,0.5,0.5,88.3,6.038,2,8
1122,0.05,0.3,0.5,83.01,6.38,2,8
1124,0.05,0.45,0.5,85.02,6.568,2,8
1136,0.05,0.4,0.5,84.49,6.172,2,8
1138,0.05,0.35,0.5,85.5,6.864,2,8
1139,0.05,0.45,0.5,86.09,6.714,2,8
1142,0.05,0.45,0.5,87.82,6.459,2,8
1144,0.05,0.4,0.5,85.78,6.791,2,8
1151,0.05,0.5,0.5,88.43,6.696,2,8
1152,0.05,0.4,0.5,88.38,6.936,2,8
1156,0.05,0.5,0.5,89.9,6.738,2,8
1164,0.05,0.4,0.5,88.03,6.874,2,8
1170,0.05,0.55,0.5,91.12,6.442,2,8
1179,0.05,0.45,0.5,90.15,6.632,2,8
1181,0.05,0.45,0.5,89.99,6.476,2,8
1188,0.05,0.4,0.5,90.97,6.01,2,8
1190,0.05,0.5,0.5,92.45,6.748,2,8
1202,0.05,0.35,0.5,89.84,6.207,2,8
1234,0.05,0.5,0.5,95.76,6.712,2,8
1235,0.05,0.4,0.5,93.31,6.774,2,8
1237,0.05,0.45,0.5,94.49,6.711,2,8
1241,0.05,0.45,0.5,95.51,6.89,2,8
1242,0.05,0.45,0.5,94.57,6.636,2,8
1245,0.05,0.35,0.5,92.83,6.358,2,8
1246,0.05,0.45,0.5,94.23,6.677,2,8
1249,0.05,0.5,0.5,95.98,6.81,2,8
1253,0.05,0.45,0.5,96.31,6.715,2,8
1256,0.05,0.5,0.5,97.45,6.347,2,8
1262,0.05,0.45,0.5,97.14,6.695,2,8
1263,0.05,0.5,0.5,97.09,6.296,2,8
1273,0.05,0.5,0.5,100.67,6.573,2,8
1279,0.05,0.3,0.5,94.07,6.532,2,8
1296,0.05,0.35,0.5,98.42,6.942,2,8
1302,0.05,0.45,0.5,97.56,6.319,2,8
1306,0.05,0.3,0.5,97.73,6.957,2,8
1310,0.05,0.35,0.5,97.06,6.728,2,8
1335,0.05,0.45,0.5,101.96,6.687,2,8
1340,0.05,0.35,0.5,99.71,6.921,2,8
1343,0.05,0.2,0.5,98.45,6.05,2,8
1344,0.05,0.3,0.5,100.28,6.137,2,8
1350,0.05,0.45,0.5,102.61,6.913,2,8
1354,0.05,0.35,0.5,103.23,6.791,2,8
1356,0.05,0.45,0.5,104.3,6.132,2,8
1359,0.05,0.35,0.5,102.64,6.614,2,8
1362,0.05,0.5,0.5,105.59,6.617,2,8
1370,0.05,0.35,0.5,101.39,6.341,2,8
1380,0.05,0.2,0.5,100.72,6.84,2,8
1382,0.05,0.5,0.5,106.33,6.73,2,8
1388,0.05,0.4,0.5,105.79,6.785,2,8
1393,0.05,0.4,0.5,106.62,6.18,2,8
1401,0.05,0.5,0.5,107.16,6.932,2,8
1410,0.05,0.5,0.5,108.32,6.772,2,8
1411,0.05,0.5,0.5,109.71,6.462,2,8
1427,0.05,0.3,0.5,105.81,6.703,2,8
1429,0.05,0.45,0.5,109.77,6.16,2,8
1434,0.05,0.4,0.5,108.5,6.341,2,8
1435,0.05,0.35,0.5,109.15,6.183,2,8
1445,0.05,0.45,0.5,111.35,6.988,2,8
1446,0.05,0.4,0.5,109.41,6.398,2,8
1465,0.05,0.45,0.5,112.56,6.002,2,8
1466,0.05,0.4,0.5,109.05,6.399,2,8
1468,0.05,0.45,0.5,113.22,6.531,2,8
1474,0.05,0.15,0.5,106.52,6.921,2,8
1475,0.05,0.35,0.5,108.8,6.4,2,8
1478,0.05,0.4,0.5,110.27,6.048,2,8
1481,0.05,0.5,0.5,114.11,6.324,2,8
1482,0.05,0.25,0.5,108.97,6.368,2,8
1485,0.05,0.4,0.5,112.48,6.643,2,8
1510,0.05,0.45,0.5,113.73,6.701,2,8
1511,0.05,0.5,0.5,115.59,6.789,2,8
1514,0.05,0.3,0.5,114.37,6.3,2,8
1515,0.05,0.4,0.5,113.37,6.01,2,8
1515,0.05,0.5,0.5,117.82,6.042,2,8
1515,0.05,0.5,0.5,119.17,6.861,2,8
1521,0.05,0.5,0.5,116.85,6.551,2,8
1523,0.05,0.35,0.5,115.66,6.335,2,8
1544,0.05,0.45,0.5,120.24,6.728,2,8
1547,0.05,0.25,0.5,114.11,6.989,2,8
1547,0.05,0.5,0.5,120.83,6.617,2,8
1548,0.05,0.3,0.5,115.15,6.172,2,8
1564,0.05,0.4,0.5,116.68,6.567,2,8
1580,0.05,0.45,0.5,120.11,6.499,2,8
1581,0.05,0.5,0.5,121.72,6.425,2,8
1597,0.05,0.45,0.5,122.36,6.829,2,8
1601,0.05,0.45,0.5,121.5,6.3,2,8
1612,0.05,0.35,0.5,119.41,6.828,2,8
1612,0.05,0.45,0.5,122.92,6.27,2,8
1616,0.05,0.5,0.5,123.45,6.783,2,8
1619,0.05,0.45,0.5,123.49,6.965,2,8
1628,0.05,0.35,0.5,121.76,6.962,2,8
1635,0.05,0.45,0.5,125.43,6.292,2,8
1636,0.05,0.5,0.5,130.37,6.985,2,8
1645,0.05,0.4,0.5,124.26,6.155,2,8
1645,0.05,0.5,0.5,129.41,6.463,2,8
1658,0.05,0.5,0.5,128.14,6.707,2,8
1661,0.05,0.5,0.5,129.15,6.569,2,8
1673,0.05,0.4,0.5,126.96,6.9,2,8
1687,0.05,0.35,0.5,125.39,6.523,2,8
1693,0.05,0.4,0.5,127.4,6.298,2,8
1701,0.05,0.45,0.5,129.03,6.432,2,8
1702,0.05,0.35,0.5,127.86,6.457,2,8
1703,0.05,0.45,0.5,129.61,6.134,2,8
1705,0.05,0.4,0.5,128.81,6.988,2,8
1717,0.05,0.45,0.5,130.89,6.314,2,8
1724,0.05,0.45,0.5,131.05,6.602,2,8
1746,0.05,0.45,0.5,132.58,6.98,2,8
1753,0.05,0.3,0.5,130.01,6.768,2,8
1762,0.05,0.4,0.5,132.56,6.163,2,8
1773,0.05,0.45,0.5,136.45,6.27,2,8
1778,0.05,0.35,0.5,132.3,6.164,2,8
1782,0.05,0.5,0.5,139.05,6.905,2,8
1786,0.05,0.5,0.5,138.54,6.29,2,8
1796,0.05,0.5,0.5,137.42,6.931,2,8
1805,0.05,0.4,0.5,137,6.155,2,8
1823,0.05,0.35,0.5,138.06,6.016,2,8
1828,0.05,0.5,0.5,141.62,6.243,2,8
1838,0.05,0.45,0.5,140.62,6.672,2,8
1852,0.05,0.45,0.5,139.57,6.737,2,8
1859,0.05,0.45,0.5,143.29,6.839,2,8
1885,0.05,0.25,0.5,139.46,6.833,2,8
1885,0.05,0.45,0.5,144.4,6.391,2,8
1902,0.05,0.45,0.5,147.52,6.913,2,8
1919,0.05,0.35,0.5,143.93,6.544,2,8
1929,0.05,0.5,0.5,147.9,6.478,2,8
1949,0.05,0.4,0.5,148.72,6.98,2,8
1954,0.05,0.4,0.5,146.75,6.374,2,8
1973,0.05,0.4,0.5,150.24,6.332,2,8
