ticks,adult,child,cost-benefit,generations,gene,median-children,median-education
1210,0.05,0.5,0.5,91.98,7.517,8,9
1197,0.05,0.5,0.5,92.96,5.877,6,7
1192,0.05,0.55,0.5,89.51,3.197,6,5
1714,0.05,0.5,0.5,131.78,9.61,5,11
1432,0.05,0.5,0.5,109.39,3.998,5,5
1321,0.05,0.5,0.5,100.61,2.073,5,4
2101,0.05,0.5,0.5,160.49,1.6,5,3
1042,0.05,0.5,0.5,80.52,6.516,4.5,8
1060,0.05,0.5,0.5,81.28,6.367,4.5,8
1559,0.05,0.5,0.5,120.89,9.138,4,11
1723,0.05,0.5,0.5,133.08,9.246,4,11
1831,0.05,0.5,0.5,140.52,9.835,4,11
1953,0.05,0.5,0.5,151.56,9.831,4,11
2165,0.05,0.5,0.5,168.94,8.392,4,10
1027,0.05,0.55,0.5,77.96,7.117,4,9
1143,0.05,0.55,0.5,89.2,7.977,4,9
1617,0.05,0.5,0.5,125.96,7.086,4,9
2462,0.05,0.5,0.5,191.19,4.165,4,6
1653,0.05,0.5,0.5,127.67,1.293,4,3
1129,0.05,0.55,0.5,89.06,9.375,3.5,11
1569,0.05,0.5,0.5,120.1,9.053,3.5,11
1171,0.05,0.5,0.5,90.61,8.526,3.5,10
1346,0.05,0.5,0.5,103.57,7.637,3.5,9
1484,0.05,0.5,0.5,116.95,7.667,3.5,9
1658,0.05,0.5,0.5,128.35,7.741,3.5,9
1877,0.05,0.5,0.5,147.16,6.164,3.5,8
1358,0.05,0.5,0.5,105.18,5.809,3.5,7
1459,0.05,0.5,0.5,112.35,4.514,3.5,6
1139,0.05,0.5,0.5,87.78,2.427,3.5,4
1014,0.05,0.5,0.5,77.16,9.86,3,11
1017,0.05,0.5,0.5,78.88,9.747,3,11
1100,0.05,0.5,0.5,85.93,9.917,3,11
1112,0.05,0.5,0.5,86.36,9.677,3,11
1114,0.05,0.55,0.5,85.09,9.257,3,11
1121,0.05,0.4,0.5,84.1,9.332,3,11
1131,0.05,0.55,0.5,86.72,9.371,3,11
1147,0.05,0.45,0.5,87.13,9.192,3,11
1160,0.05,0.45,0.5,88.44,9.17,3,11
1182,0.05,0.45,0.5,89.97,9.058,3,11
1227,0.05,0.5,0.5,94.35,9.649,3,11
1255,0.05,0.5,0.5,98.44,9.94,3,11
1264,0.05,0.5,0.5,98.93,9.65,3,11
1283,0.05,0.5,0.5,96.99,9.789,3,11
1288,0.05,0.5,0.5,99.93,9.34,3,11
1288,0.05,0.5,0.5,100.36,9.854,3,11
1291,0.05,0.55,0.5,100.05,9.978,3,11
1297,0.05,0.5,0.5,98.5,9.248,3,11
1509,0.05,0.45,0.5,116.19,9.828,3,11
1590,0.05,0.5,0.5,122.26,9.916,3,11
1612,0.05,0.5,0.5,124.15,9.913,3,11
1615,0.05,0.3,0.5,120.46,9.955,3,11
1634,0.05,0.5,0.5,126.15,9.673,3,11
1689,0.05,0.4,0.5,126.9,9.592,3,11
1761,0.05,0.3,0.5,130.81,9.665,3,11
1829,0.05,0.5,0.5,142.07,9.764,3,11
1831,0.05,0.35,0.5,137.62,9.506,3,11
1844,0.05,0.4,0.5,140.16,9.543,3,11
1939,0.05,0.5,0.5,150.76,9.073,3,11
1988,0.05,0.45,0.5,150.25,9.942,3,11
2185,0.05,0.5,0.5,169.16,9.46,3,11
2550,0.05,0.4,0.5,194.61,9.654,3,11
2735,0.05,0.45,0.5,208.09,9.868,3,11
2746,0.05,0.5,0.5,214.45,9.396,3,11
2943,0.05,0.5,0.5,229.17,9.676,3,11
3028,0.05,0.4,0.5,229.65,9.856,3,11
3349,0.05,0.5,0.5,262.59,9.537,3,11
3501,0.05,0.45,0.5,268.54,9.448,3,11
1004,0.05,0.5,0.5,76.45,8.316,3,10
1020,0.05,0.5,0.5,79.2,8.648,3,10
1039,0.05,0.5,0.5,81.3,8.103,3,10
1063,0.05,0.5,0.5,82.05,8.774,3,10
1111,0.05,0.45,0.5,85.06,8.629,3,10
1160,0.05,0.5,0.5,89.24,8.563,3,10
1172,0.05,0.4,0.5,90.01,8.841,3,10
1199,0.05,0.5,0.5,91.88,8.387,3,10
1219,0.05,0.5,0.5,93.86,8.569,3,10
1260,0.05,0.5,0.5,96.02,8.94,3,10
1305,0.05,0.5,0.5,100.85,8.715,3,10
1314,0.05,0.45,0.5,100.35,8.216,3,10
1332,0.05,0.4,0.5,101.76,8.978,3,10
1338,0.05,0.45,0.5,101.54,8.289,3,10
1366,0.05,0.5,0.5,105.56,8.376,3,10
1391,0.05,0.5,0.5,105.36,8.06,3,10
1413,0.05,0.45,0.5,106.97,8.745,3,10
1463,0.05,0.5,0.5,115.9,8.741,3,10
1478,0.05,0.5,0.5,112.59,8.463,3,10
1507,0.05,0.5,0.5,118.41,8.987,3,10
1516,0.05,0.5,0.5,118.78,8.131,3,10
1527,0.05,0.4,0.5,116.52,8.825,3,10
1562,0.05,0.4,0.5,117.39,8.873,3,10
1581,0.05,0.5,0.5,121.88,8.386,3,10
1590,0.05,0.4,0.5,121.74,8.12,3,10
1592,0.05,0.5,0.5,123.07,8.953,3,10
1921,0.05,0.5,0.5,148.3,8.33,3,10
1972,0.05,0.45,0.5,151.61,8.269,3,10
1973,0.05,0.45,0.5,151.69,8.332,3,10
2144,0.05,0.5,0.5,166.42,8.618,3,10
2212,0.05,0.5,0.5,173.21,8.711,3,10
2511,0.05,0.45,0.5,193.54,8.951,3,10
3064,0.05,0.45,0.5,235.26,8.589,3,10
3613,0.05,0.5,0.5,279.31,8.797,3,10
1019,0.05,0.45,0.5,76.74,7.55,3,9
1065,0.05,0.55,0.5,81.47,7.074,3,9
1069,0.05,0.5,0.5,82.3,7.61,3,9
1088,0.05,0.55,0.5,82.91,7.659,3,9
1112,0.05,0.5,0.5,85.84,7.186,3,9
1114,0.05,0.5,0.5,85.88,7.385,3,9
1132,0.05,0.45,0.5,85.3,7.09,3,9
1201,0.05,0.4,0.5,91.1,7.635,3,9
1206,0.05,0.45,0.5,94.21,7.835,3,9
1288,0.05,0.5,0.5,98.9,7.192,3,9
1331,0.05,0.5,0.5,101.87,7.708,3,9
1404,0.05,0.5,0.5,107.04,7.435,3,9
1615,0.05,0.45,0.5,123.39,7.932,3,9
1774,0.05,0.45,0.5,134.55,7.845,3,9
1794,0.05,0.45,0.5,138.19,7.686,3,9
1965,0.05,0.5,0.5,150.04,7.963,3,9
1970,0.05,0.5,0.5,149.7,7.018,3,9
2010,0.05,0.45,0.5,153.98,7.132,3,9
2042,0.05,0.5,0.5,158.02,7.516,3,9
2169,0.05,0.45,0.5,166.46,7.947,3,9
2494,0.05,0.45,0.5,191.56,7.737,3,9
2572,0.05,0.4,0.5,194.21,7.846,3,9
2656,0.05,0.5,0.5,205.96,7.292,3,9
3050,0.05,0.4,0.5,232.8,7.845,3,9
3071,0.05,0.4,0.5,232.99,7.869,3,9
3252,0.05,0.5,0.5,248.61,7.21,3,9
3356,0.05,0.5,0.5,260.46,7.471,3,9
3372,0.05,0.4,0.5,256.11,7.587,3,9
3728,0.05,0.45,0.5,283.24,7.926,3,9
4834,0.05,0.5,0.5,375.07,7.323,3,9
1017,0.05,0.55,0.5,77.51,6.698,3,8
1076,0.05,0.5,0.5,84.02,6.448,3,8
1098,0.05,0.55,0.5,83.76,6.257,3,8
1122,0.05,0.5,0.5,86.86,6.339,3,8
1209,0.05,0.5,0.5,92.66,6.39,3,8
1217,0.05,0.45,0.5,92.72,6.435,3,8
1232,0.05,0.4,0.5,92.47,6.276,3,8
1256,0.05,0.45,0.5,96.85,6.775,3,8
1315,0.05,0.45,0.5,99.93,6.125,3,8
1329,0.05,0.45,0.5,101.3,6.903,3,8
1409,0.05,0.5,0.5,110.29,6.701,3,8
1598,0.05,0.5,0.5,124.72,6.605,3,8
1682,0.05,0.5,0.5,131.02,6.495,3,8
1714,0.05,0.45,0.5,129.43,6.904,3,8
1832,0.05,0.5,0.5,142.29,6.446,3,8
1902,0.05,0.4,0.5,144.1,6.246,3,8
2147,0.05,0.45,0.5,165.54,6.873,3,8
2222,0.05,0.5,0.5,170.87,6.629,3,8
2284,0.05,0.45,0.5,173.57,6.399,3,8
2445,0.05,0.45,0.5,186.91,6.426,3,8
2532,0.05,0.5,0.5,197.15,6.13,3,8
3639,0.05,0.5,0.5,284.68,6.379,3,8
4466,0.05,0.45,0.5,344.91,6.801,3,8
4506,0.05,0.5,0.5,349.89,6.394,3,8
1000,0.05,0.5,0.5,76.81,5.575,3,7
1047,0.05,0.5,0.5,81.77,5.545,3,7
1064,0.05,0.5,0.5,82.19,5.802,3,7
1155,0.05,0.5,0.5,89.83,5.943,3,7
1190,0.05,0.5,0.5,90.39,5.909,3,7
1243,0.05,0.5,0.5,95.37,5.857,3,7
1324,0.05,0.5,0.5,103.25,5.014,3,7
1526,0.05,0.5,0.5,118.96,5.276,3,7
1564,0.05,0.5,0.5,121.72,5.456,3,7
1583,0.05,0.5,0.5,122.3,5.637,3,7
1973,0.05,0.5,0.5,154.12,5.849,3,7
2202,0.05,0.45,0.5,169.5,5.837,3,7
2323,0.05,0.5,0.5,180.73,5.448,3,7
2374,0.05,0.5,0.5,187.79,5.476,3,7
2495,0.05,0.5,0.5,191.16,5.868,3,7
2709,0.05,0.5,0.5,208.78,5.914,3,7
2743,0.05,0.5,0.5,214.16,5.018,3,7
3009,0.05,0.5,0.5,234.66,5.232,3,7
3961,0.05,0.5,0.5,309.09,5.464,3,7
1044,0.05,0.5,0.5,80.39,4.344,3,6
1116,0.05,0.5,0.5,88.26,4.066,3,6
1155,0.05,0.5,0.5,89.65,4.642,3,6
1158,0.05,0.45,0.5,87.74,4.708,3,6
1216,0.05,0.5,0.5,94.41,4.2,3,6
1284,0.05,0.5,0.5,100.18,4.436,3,6
1296,0.05,0.5,0.5,101.23,4.384,3,6
1350,0.05,0.5,0.5,104.7,4.986,3,6
1379,0.05,0.5,0.5,105.79,4.321,3,6
1447,0.05,0.45,0.5,109.32,4.533,3,6
1534,0.05,0.5,0.5,116.8,4.714,3,6
1644,0.05,0.4,0.5,125.21,4.594,3,6
2067,0.05,0.4,0.5,153.81,4.906,3,6
2092,0.05,0.5,0.5,162.72,4.148,3,6
2098,0.05,0.4,0.5,158.49,4.888,3,6
2214,0.05,0.5,0.5,172.79,4.059,3,6
2706,0.05,0.5,0.5,210.05,4.764,3,6
3996,0.05,0.45,0.5,303.38,4.981,3,6
4550,0.05,0.45,0.5,351.05,4.634,3,6
1017,0.05,0.5,0.5,77.71,3.988,3,5
1052,0.05,0.5,0.5,80.94,3.42,3,5
1300,0.05,0.5,0.5,100.37,3.156,3,5
1355,0.05,0.5,0.5,105,3.62,3,5
1366,0.05,0.5,0.5,106.59,3.713,3,5
1513,0.05,0.5,0.5,117.06,3.45,3,5
1604,0.05,0.5,0.5,125.57,3.561,3,5
1726,0.05,0.5,0.5,134.03,3.494,3,5
1809,0.05,0.5,0.5,140.58,3.409,3,5
1851,0.05,0.5,0.5,144.03,3.192,3,5
2094,0.05,0.5,0.5,161.73,3.418,3,5
2954,0.05,0.5,0.5,231.07,3.176,3,5
4150,0.05,0.45,0.5,319.27,3.767,3,5
1063,0.05,0.5,0.5,81.7,2.952,3,4
1149,0.05,0.5,0.5,89.4,2.624,3,4
1216,0.05,0.55,0.5,94.43,2.713,3,4
1301,0.05,0.55,0.5,102.15,2.784,3,4
1367,0.05,0.5,0.5,104.93,2.541,3,4
1489,0.05,0.5,0.5,117.08,2.644,3,4
1516,0.05,0.45,0.5,115.43,2.356,3,4
1740,0.05,0.5,0.5,133.26,2.27,3,4
1749,0.05,0.5,0.5,137.31,2.801,3,4
1765,0.05,0.45,0.5,138.19,2.592,3,4
1770,0.05,0.5,0.5,135.15,2.461,3,4
1943,0.05,0.45,0.5,148.87,2.35,3,4
2241,0.05,0.5,0.5,172.29,2.672,3,4
2592,0.05,0.5,0.5,200.85,2.833,3,4
2800,0.05,0.5,0.5,214.89,2.438,3,4
2916,0.05,0.5,0.5,228.15,2.112,3,4
1056,0.05,0.5,0.5,79.53,1.985,3,3
1070,0.05,0.5,0.5,82.54,1.086,3,3
1173,0.05,0.5,0.5,91.07,1.178,3,3
1210,0.05,0.55,0.5,90.82,1.896,3,3
1254,0.05,0.5,0.5,98.8,1.337,3,3
1523,0.05,0.5,0.5,117.2,1.759,3,3
2196,0.05,0.5,0.5,169.58,1.838,3,3
1065,0.05,0.5,0.5,80.73,0.937,3,2
3473,0.05,0.5,0.5,267.45,0.193,3,2
1009,0.05,0.5,0.5,78.37,9.751,2.5,11
1481,0.05,0.5,0.5,113.71,9.016,2.5,11
1513,0.05,0.5,0.5,119.51,9.124,2.5,11
1770,0.05,0.5,0.5,135.73,9.857,2.5,11
1931,0.05,0.4,0.5,146.98,9.395,2.5,11
2271,0.05,0.4,0.5,172.55,9.839,2.5,11
2563,0.05,0.4,0.5,194.37,9.678,2.5,11
2955,0.05,0.45,0.5,226.11,9.482,2.5,11
2980,0.05,0.35,0.5,223.92,9.984,2.5,11
3722,0.05,0.4,0.5,283.15,9.552,2.5,11
4430,0.05,0.5,0.5,347.13,9.171,2.5,11
1120,0.05,0.45,0.5,86.02,8.245,2.5,10
1123,0.05,0.5,0.5,85.89,8.843,2.5,10
1527,0.05,0.5,0.5,118.34,8.331,2.5,10
1668,0.05,0.5,0.5,127.67,8.85,2.5,10
1672,0.05,0.5,0.5,128.28,8.566,2.5,10
2097,0.05,0.5,0.5,164.65,8.858,2.5,10
2172,0.05,0.5,0.5,169.34,8.691,2.5,10
2311,0.05,0.5,0.5,176.61,8.384,2.5,10
2382,0.05,0.45,0.5,182.7,8.366,2.5,10
2394,0.05,0.5,0.5,186.95,8.636,2.5,10
2757,0.05,0.45,0.5,210.08,8.462,2.5,10
2995,0.05,0.45,0.5,229.96,8.204,2.5,10
3275,0.05,0.5,0.5,256.16,8.561,2.5,10
3796,0.05,0.45,0.5,289.45,8.903,2.5,10
4122,0.05,0.45,0.5,316.02,8.772,2.5,10
4541,0.05,0.5,0.5,350.11,8.856,2.5,10
1096,0.05,0.45,0.5,84.6,7.189,2.5,9
1240,0.05,0.5,0.5,95.63,7.122,2.5,9
1256,0.05,0.5,0.5,96.52,7.7,2.5,9
1438,0.05,0.45,0.5,111.06,7.319,2.5,9
2097,0.05,0.4,0.5,160.04,7.69,2.5,9
2107,0.05,0.4,0.5,158.69,7.463,2.5,9
2120,0.05,0.5,0.5,164.66,7.491,2.5,9
2355,0.05,0.5,0.5,184.21,7.904,2.5,9
2375,0.05,0.4,0.5,179.69,7.148,2.5,9
2398,0.05,0.45,0.5,186.63,7.421,2.5,9
1160,0.05,0.45,0.5,88.6,6.075,2.5,8
1756,0.05,0.45,0.5,135.97,6.412,2.5,8
2143,0.05,0.5,0.5,165.23,6.039,2.5,8
2164,0.05,0.45,0.5,165.01,6.024,2.5,8
2166,0.05,0.45,0.5,165.07,6.214,2.5,8
1131,0.05,0.5,0.5,89.91,5.753,2.5,7
1316,0.05,0.45,0.5,100.48,5.26,2.5,7
1332,0.05,0.45,0.5,101.3,5.303,2.5,7
1390,0.05,0.5,0.5,106.55,5.034,2.5,7
1400,0.05,0.45,0.5,106.34,5.101,2.5,7
1933,0.05,0.5,0.5,150.86,5.48,2.5,7
2544,0.05,0.5,0.5,198.87,5.884,2.5,7
2754,0.05,0.5,0.5,213.06,5.853,2.5,7
1087,0.05,0.5,0.5,84.93,4.348,2.5,6
1342,0.05,0.5,0.5,104.29,4.904,2.5,6
1517,0.05,0.45,0.5,116.21,4.122,2.5,6
1770,0.05,0.45,0.5,135.46,4.548,2.5,6
1802,0.05,0.5,0.5,139.6,4.417,2.5,6
2048,0.05,0.45,0.5,157.37,4.229,2.5,6
2364,0.05,0.5,0.5,183.1,4.795,2.5,6
3533,0.05,0.45,0.5,272.57,4.924,2.5,6
1189,0.05,0.5,0.5,92.62,3.202,2.5,5
2109,0.05,0.5,0.5,162.92,3.535,2.5,5
2844,0.05,0.5,0.5,224.31,3.158,2.5,5
1126,0.05,0.5,0.5,86.31,2.256,2.5,4
1080,0.05,0.5,0.5,84.53,1.831,2.5,3
1000,0.05,0.5,0.5,77.44,9.869,2,11
1001,0.05,0.4,0.5,76.48,9.955,2,11
1002,0.05,0.3,0.5,75.79,9.733,2,11
1003,0.05,0.5,0.5,77.15,9.646,2,11
1004,0.05,0.4,0.5,75.85,9.372,2,11
1004,0.05,0.45,0.5,77.03,9.723,2,11
1012,0.05,0.4,0.5,76.31,9.923,2,11
1013,0.05,0.25,0.5,74.75,9.14,2,11
1015,0.05,0.4,0.5,77.85,9.562,2,11
1016,0.05,0.5,0.5,79.71,9.169,2,11
1017,0.05,0.25,0.5,74.19,9.893,2,11
1017,0.05,0.4,0.5,77.17,9.697,2,11
1019,0.05,0.4,0.5,76.54,9.625,2,11
1019,0.05,0.4,0.5,77.43,9.425,2,11
1021,0.05,0.45,0.5,79.1,9.142,2,11
1027,0.05,0.5,0.5,79.53,9.012,2,11
1029,0.05,0.35,0.5,78.01,9.267,2,11
1033,0.05,0.35,0.5,77.29,9.808,2,11
1036,0.05,0.45,0.5,81.03,9.868,2,11
1038,0.05,0.4,0.5,77.64,9.875,2,11
1041,0.05,0.45,0.5,80.16,9.468,2,11
1046,0.05,0.4,0.5,77.62,9.71,2,11
1047,0.05,0.45,0.5,79.8,9.852,2,11
1049,0.05,0.3,0.5,78.3,9.633,2,11
1054,0.05,0.35,0.5,79.37,9.224,2,11
1055,0.05,0.3,0.5,78.79,9.035,2,11
1055,0.05,0.4,0.5,79.7,9.84,2,11
1057,0.05,0.3,0.5,79.45,9.484,2,11
1058,0.05,0.5,0.5,80.94,9.443,2,11
1061,0.05,0.35,0.5,77.81,9.228,2,11
1061,0.05,0.25,0.5,78.36,9.544,2,11
1062,0.05,0.4,0.5,80.36,9.517,2,11
1063,0.05,0.35,0.5,79.79,9.689,2,11
1069,0.05,0.4,0.5,81.97,9.599,2,11
1070,0.05,0.4,0.5,80.29,9.263,2,11
1073,0.05,0.2,0.5,78.01,9.716,2,11
1074,0.05,0.3,0.5,79.52,9.955,2,11
1074,0.05,0.25,0.5,79.79,9.231,2,11
1074,0.05,0.45,0.5,83.61,9.277,2,11
1077,0.05,0.45,0.5,81.12,9.571,2,11
1078,0.05,0.35,0.5,80.85,9.869,2,11
1079,0.05,0.45,0.5,80.44,9.144,2,11
1080,0.05,0.45,0.5,81.93,9.544,2,11
1081,0.05,0.4,0.5,81.63,9.643,2,11
1082,0.05,0.3,0.5,79.97,9.702,2,11
1083,0.05,0.35,0.5,79.57,9.239,2,11
1091,0.05,0.35,0.5,80.62,9.083,2,11
1093,0.05,0.25,0.5,81.32,9.161,2,11
1093,0.05,0.2,0.5,81.97,9.348,2,11
1094,0.05,0.4,0.5,83.5,9.428,2,11
1098,0.05,0.3,0.5,80.97,9.743,2,11
1098,0.05,0.35,0.5,81.85,9.987,2,11
1098,0.05,0.4,0.5,83.07,9.173,2,11
1099,0.05,0.45,0.5,84.14,9.862,2,11
1100,0.05,0.35,0.5,83.18,9.304,2,11
1101,0.05,0.5,0.5,85.38,9.372,2,11
1106,0.05,0.3,0.5,83.52,9.165,2,11
1107,0.05,0.3,0.5,82.33,9.377,2,11
1108,0.05,0.3,0.5,83.34,9.663,2,11
1108,0.05,0.45,0.5,84.82,9.32,2,11
1108,0.05,0.5,0.5,86.02,9.952,2,11
1109,0.05,0.5,0.5,85.92,9.541,2,11
1113,0.05,0.25,0.5,82.41,9.37,2,11
1114,0.05,0.35,0.5,82.76,9.446,2,11
1114,0.05,0.5,0.5,85.78,9.982,2,11
1118,0.05,0.45,0.5,86.29,9.873,2,11
1119,0.05,0.35,0.5,83.54,9.142,2,11
1123,0.05,0.35,0.5,84.5,9.337,2,11
1124,0.05,0.45,0.5,84.31,9.645,2,11
1126,0.05,0.4,0.5,84.79,9.997,2,11
1128,0.05,0.5,0.5,88.39,9.788,2,11
1133,0.05,0.5,0.5,88,9.145,2,11
1134,0.05,0.5,0.5,87.68,9.595,2,11
1135,0.05,0.4,0.5,86.89,9.593,2,11
1135,0.05,0.5,0.5,88.59,9.093,2,11
1138,0.05,0.35,0.5,84.92,9.525,2,11
1139,0.05,0.4,0.5,85.41,9.336,2,11
1143,0.05,0.45,0.5,87.29,9.823,2,11
1144,0.05,0.4,0.5,86.64,9.688,2,11
1147,0.05,0.4,0.5,85.63,9.481,2,11
1147,0.05,0.45,0.5,87.74,9.101,2,11
1150,0.05,0.4,0.5,86.86,9.836,2,11
1154,0.05,0.45,0.5,87.9,9.459,2,11
1154,0.05,0.45,0.5,88.49,9.716,2,11
1154,0.05,0.5,0.5,89.16,9.124,2,11
1156,0.05,0.35,0.5,86.11,9.564,2,11
1160,0.05,0.5,0.5,90.59,9.169,2,11
1161,0.05,0.4,0.5,87.32,9.722,2,11
1162,0.05,0.3,0.5,86.72,9.886,2,11
1162,0.05,0.5,0.5,89.84,9.808,2,11
1166,0.05,0.3,0.5,87.63,9.904,2,11
1169,0.05,0.45,0.5,90.87,9.226,2,11
1170,0.05,0.45,0.5,89.84,9.405,2,11
1170,0.05,0.5,0.5,91.7,9.003,2,11
1172,0.05,0.55,0.5,92.03,9.708,2,11
1174,0.05,0.45,0.5,90.52,9.505,2,11
1175,0.05,0.45,0.5,90.64,9.238,2,11
1181,0.05,0.35,0.5,88.49,9.636,2,11
1183,0.05,0.4,0.5,88.37,9.945,2,11
1185,0.05,0.5,0.5,89.14,9.236,2,11
1185,0.05,0.4,0.5,89.15,9.302,2,11
1190,0.05,0.4,0.5,89.76,9.667,2,11
1197,0.05,0.4,0.5,89.87,9.449,2,11
1198,0.05,0.4,0.5,90.22,9.26,2,11
1202,0.05,0.3,0.5,88.13,9.322,2,11
1204,0.05,0.25,0.5,90.42,9.717,2,11
1205,0.05,0.45,0.5,90.37,9.78,2,11
1207,0.05,0.45,0.5,92.64,9.594,2,11
1208,0.05,0.45,0.5,91.38,9.151,2,11
1209,0.05,0.5,0.5,94.37,9.741,2,11
1210,0.05,0.45,0.5,91.39,9.322,2,11
1213,0.05,0.35,0.5,90.91,9.047,2,11
1213,0.05,0.5,0.5,94.25,9.55,2,11
1214,0.05,0.35,0.5,91.55,9.093,2,11
1215,0.05,0.25,0.5,89.52,9.878,2,11
1216,0.05,0.2,0.5,87.98,9.227,2,11
1220,0.05,0.35,0.5,92.49,9.759,2,11
1221,0.05,0.35,0.5,92.24,9.118,2,11
1221,0.05,0.35,0.5,92.8,9.691,2,11
1222,0.05,0.4,0.5,92.56,9.904,2,11
1225,0.05,0.5,0.5,94.27,9.843,2,11
1225,0.05,0.5,0.5,95.17,9.847,2,11
1229,0.05,0.4,0.5,92.32,9.627,2,11
1239,0.05,0.45,0.5,94.38,9.688,2,11
1247,0.05,0.3,0.5,92.05,9.028,2,11
1252,0.05,0.45,0.5,94.2,9.492,2,11
1252,0.05,0.45,0.5,94.35,9.515,2,11
1252,0.05,0.5,0.5,95.4,9.194,2,11
1253,0.05,0.4,0.5,95.31,9.405,2,11
1256,0.05,0.3,0.5,92.75,9.182,2,11
1261,0.05,0.25,0.5,93.52,9.746,2,11
1262,0.05,0.5,0.5,97.85,9.581,2,11
1264,0.05,0.45,0.5,96.69,9.904,2,11
1270,0.05,0.4,0.5,97.9,9.551,2,11
1273,0.05,0.35,0.5,95.79,9.722,2,11
1274,0.05,0.45,0.5,98.69,9.717,2,11
1276,0.05,0.35,0.5,96.89,9.968,2,11
1277,0.05,0.45,0.5,96.99,9.863,2,11
1281,0.05,0.5,0.5,99.56,9.809,2,11
1283,0.05,0.45,0.5,96.3,9.77,2,11
1283,0.05,0.5,0.5,98.58,9.175,2,11
1285,0.05,0.2,0.5,93.01,9.989,2,11
1285,0.05,0.45,0.5,98.15,9.463,2,11
1287,0.05,0.4,0.5,97.51,9.923,2,11
1289,0.05,0.45,0.5,100.08,9.516,2,11
1290,0.05,0.45,0.5,99.82,9.666,2,11
1292,0.05,0.25,0.5,95.08,9.271,2,11
1293,0.05,0.3,0.5,97.03,9.846,2,11
1294,0.05,0.45,0.5,100.87,9.825,2,11
1296,0.05,0.25,0.5,95.09,9.31,2,11
1296,0.05,0.25,0.5,96.02,9.052,2,11
1297,0.05,0.35,0.5,98.23,9.237,2,11
1298,0.05,0.35,0.5,98.19,9.28,2,11
1299,0.05,0.35,0.5,97.94,9.123,2,11
1303,0.05,0.5,0.5,100.29,9.588,2,11
1304,0.05,0.4,0.5,97.38,9.291,2,11
1307,0.05,0.3,0.5,97.34,9.401,2,11
1308,0.05,0.4,0.5,96.49,9.324,2,11
1309,0.05,0.5,0.5,103.01,9.284,2,11
1311,0.05,0.35,0.5,98.42,9.413,2,11
1319,0.05,0.45,0.5,101.74,9.428,2,11
1321,0.05,0.4,0.5,100.5,9.081,2,11
1322,0.05,0.35,0.5,97.48,9.405,2,11
1324,0.05,0.3,0.5,98.56,9.354,2,11
1325,0.05,0.35,0.5,97.82,9.139,2,11
1327,0.05,0.45,0.5,103.43,9.398,2,11
1329,0.05,0.35,0.5,98.96,9.751,2,11
1330,0.05,0.5,0.5,103.98,9.852,2,11
1335,0.05,0.4,0.5,100.47,9.434,2,11
1335,0.05,0.35,0.5,100.75,9.907,2,11
1337,0.05,0.2,0.5,97.99,9.939,2,11
1338,0.05,0.4,0.5,99.29,9.955,2,11
1341,0.05,0.35,0.5,99.74,9.798,2,11
1342,0.05,0.2,0.5,99.58,9.402,2,11
1342,0.05,0.4,0.5,100.86,9.998,2,11
1342,0.05,0.4,0.5,101.86,9.548,2,11
1342,0.05,0.45,0.5,101.98,9.39,2,11
1343,0.05,0.5,0.5,102.24,9.714,2,11
1345,0.05,0.35,0.5,100.04,9.989,2,11
1346,0.05,0.35,0.5,100.47,9.083,2,11
1346,0.05,0.35,0.5,101.05,9.527,2,11
1350,0.05,0.45,0.5,103.36,9.278,2,11
1351,0.05,0.35,0.5,100.19,9.969,2,11
1351,0.05,0.45,0.5,104.3,9.796,2,11
1352,0.05,0.35,0.5,101.42,9.492,2,11
1353,0.05,0.35,0.5,99.72,9.855,2,11
1353,0.05,0.4,0.5,101.68,9.016,2,11
1355,0.05,0.45,0.5,106.18,9.857,2,11
1356,0.05,0.45,0.5,102.95,9.289,2,11
1357,0.05,0.45,0.5,102.82,9.58,2,11
1358,0.05,0.35,0.5,102.51,9.117,2,11
1362,0.05,0.35,0.5,104,9.101,2,11
1366,0.05,0.3,0.5,101.17,9.699,2,11
1366,0.05,0.45,0.5,104.05,9.163,2,11
1369,0.05,0.3,0.5,101.55,9.538,2,11
1369,0.05,0.4,0.5,103.57,9.689,2,11
1369,0.05,0.45,0.5,105.06,9.055,2,11
1370,0.05,0.2,0.5,100.06,9.211,2,11
1373,0.05,0.45,0.5,104.08,9.296,2,11
1373,0.05,0.45,0.5,107.44,9.183,2,11
1377,0.05,0.4,0.5,104.06,9.707,2,11
1379,0.05,0.25,0.5,102.65,9.947,2,11
1380,0.05,0.25,0.5,103.32,9.792,2,11
1380,0.05,0.45,0.5,104.72,9.949,2,11
1382,0.05,0.35,0.5,102.59,9.802,2,11
1382,0.05,0.45,0.5,104.13,9.86,2,11
1383,0.05,0.45,0.5,106.15,9.735,2,11
1384,0.05,0.35,0.5,104.22,9.361,2,11
1385,0.05,0.5,0.5,107.17,9.524,2,11
1386,0.05,0.45,0.5,105.37,9.675,2,11
1388,0.05,0.25,0.5,102.99,9.364,2,11
1389,0.05,0.2,0.5,103.82,9.543,2,11
1392,0.05,0.35,0.5,103.46,9.216,2,11
1396,0.05,0.45,0.5,105.85,9.8,2,11
1396,0.05,0.4,0.5,106.24,9.387,2,11
1399,0.05,0.4,0.5,106.49,9.08,2,11
1399,0.05,0.45,0.5,109.25,9.24,2,11
1403,0.05,0.3,0.5,104.55,9.191,2,11
